Symbol,Facility Gov ID,Facility Year
UNFI,1005520,2014
WOR,1005418,2011
RFP,1005422,2012
CHCO,1005426,2011
NGS,1005428,2010
AAL,1005432,2014
CHCO,1005436,2010
IPI,1006411,2011
IPI,1005439,2010
MH^C,1004503,2010
CHCO,1005450,2010
CHCO,1005451,2011
CHCO,1005462,2010
WM,1005851,2010
CHCO,1005478,2013
CHCO,1005482,2010
NGS,1005481,2013
GF,1005495,2013
STT^G,1005509,2011
CHCO,1005510,2011
CHCO,1005514,2010
ORAN,1005524,2010
CHCO,1005531,2011
MNDO,1005533,2010
CWBC,1005542,2011
CHCO,1005568,2011
CHCO,1005568,2010
NWE,1005574,2011
CHCO,1005583,2010
STLD,1005584,2010
ALB,1005594,2011
SXC,1007287,2010
TROX,1005608,2011
CHCO,1005619,2010
CHCO,1005620,2011
ARLP,1005621,2012
ASH,1005623,2010
CHCO,1005665,2010
NUE,1005700,2014
CHCO,1005701,2010
CHCO,1005723,2010
ULCC,1005727,2010
PCM,1005754,2011
SCHN,1005755,2010
CREE,1005759,2011
OVBC,1005764,2013
BDC,1005773,2011
CHCO,1005776,2010
CHCO,1008498,2010
CHCO,1005782,2010
BEP,1005803,2013
OVBC,1008766,2013
AIRI,1005202,2010
CHCO,1005827,2010
XEC,1005858,2011
CVX,1005858,2011
LNT,1005862,2010
SLCA,1005884,2012
HA,1007845,2010
CHCO,1005895,2010
SNP,1005911,2011
CHCO,1005917,2010
CHCO,1005928,2011
CHCO,1005928,2011
AZEK,1005928,2011
RM,1005964,2010
REGI,1005969,2011
CF,1006005,2010
UAMY,1006008,2011
ABB,1006009,2011
CHCO,1006024,2010
CHCO,1006026,2010
CHCO,1007018,2010
WM,1006036,2011
GRA,1006046,2011
UAMY,1006965,2010
SGU,1006382,2010
ALIN^E,1006074,2011
BK,1006075,2011
CHCO,1006089,2012
HA,1010344,2011
CHCO,1006107,2010
AIRI,1006115,2010
CHCO,1006118,2010
GSK,1006128,2010
HL,1006162,2011
VRS,1006174,2010
CHCO,1006178,2011
JVA,1006186,2010
GF,1006187,2011
NAV,1006190,2010
RM,1006216,2014
WM,1006219,2010
CHCO,1006224,2010
VIST,1006227,2010
CHCO,1006230,2010
IPI,1006467,2011
CHCO,1006276,2010
ERII,1006283,2010
CHCO,1006286,2010
PPL,1006288,2010
CEE,1006294,2013
USFD,1006296,2011
CHCO,1006299,2010
PSX,1006301,2012
IGR,1006313,2011
ATAX,1006316,2010
CHCO,1006344,2011
CHCO,1006344,2011
CHCO,1006350,2010
ENNV,1006369,2014
SGU,1006384,2010
AQN,1006409,2011
CHCO,1006414,2010
CHCO,1006421,2010
MDWT,1006524,2010
USFD,1006445,2011
FDP,1006447,2013
HBP,1006449,2013
CHCO,1006455,2011
DRTT,1003337,2010
REGI,1006469,2011
MH^C,1006474,2011
RXN,1006482,2011
KMI,1006483,2013
CHCO,1006486,2011
ALPN,1006508,2011
GEL,1006508,2011
NGS,1006524,2011
CHCO,1006526,2010
OVBC,1006535,2011
TWI,1006540,2011
TSN,1002883,2010
CHCO,1006544,2011
DRTT,1006545,2014
CHCO,1006561,2010
CHCO,1006563,2011
BAC,1006564,2011
ATUS,1006565,2011
UAMY,1006568,2011
NGS,1007102,2010
AZO,1006588,2011
FMBI,1006610,2011
CHCO,1006628,2011
CHCO,1006634,2011
CHCO,1006654,2011
FLR,1006675,2010
CHCO,1006684,2010
NGS,1006688,2014
UAMY,1006690,2011
WY,1006703,2010
CHCO,1006716,2012
WM,1006724,2010
CHCO,1006727,2010
BAC,1006733,2010
NGS,1006762,2011
USFD,1006765,2010
MH^C,1003850,2010
ALIN^E,1006769,2010
PESI,1006777,2011
CHCO,1006789,2011
WM,1006805,2011
CHCO,1006807,2011
CHCO,1006817,2011
CENX,1006853,2011
CHCO,1006858,2011
CHCO,1006862,2010
CE,1007868,2010
ATO,1006887,2011
USFD,1006896,2011
BAC,1006911,2012
FMC,1006917,2011
USFD,1006937,2011
CHCO,1006957,2011
CHCO,1006960,2010
CHCO,1006986,2010
NGS,1006992,2010
CHCO,1007020,2012
SGU,1007037,2011
DOW,1007056,2010
PPL,1007058,2010
WGO,1007224,2010
CLH,1007072,2011
CHCO,1007090,2011
IPLDP,1007101,2011
NGS,1007146,2010
BKSC,1007121,2010
CHCO,1007136,2010
STT^G,1007163,2011
AFI,1007168,2011
AIRI,1007253,2011
CHCO,1007276,2011
CHCO,1007279,2010
AIRI,1008560,2010
CHCO,1007290,2010
PBF,1007322,2012
CHCO,1007322,2010
NGG,1007326,2010
XOM,1007329,2010
BKSC,1007355,2011
UGI,1007356,2010
ASML,1007385,2011
CPLP,1007388,2012
IP,1007391,2012
ETR,1007410,2011
COG,1007410,2011
NWE,1007420,2010
GPOR,1007464,2011
AIRI,1007466,2012
HPQ,1007515,2010
CDE,1007526,2013
PLYM,1007529,2011
JRVR,1007534,2011
NEM,1000446,2010
BFRA,1007551,2010
RFP,1007559,2011
ANDE,1007565,2011
CHCO,1007575,2010
WM,1007590,2011
CHCO,1007600,2010
ARLP,1007604,2010
CHCO,1007605,2010
CHCO,1007654,2010
CX,1008033,2010
CHCO,1007712,2010
LIN,1007715,2010
CHCO,1007733,2010
BAX,1007735,2011
QCOM,1007738,2010
BCOW,1007973,2011
LXU,1007770,2010
ALIN^E,1009350,2012
CHCO,1007780,2010
AIRI,1007791,2011
SGU,1007795,2014
CHCO,1007802,2010
CPLP,1007825,2012
PBF,1007844,2010
CHCO,1007858,2014
ENLC,1011208,2014
DIS,1007870,2010
CX,1007877,2010
SYK,1007887,2011
CHCO,1007911,2010
HFC,1007972,2010
REGI,1007933,2013
CHCO,1007939,2011
CHCO,1007948,2012
MDWT,1007949,2010
BRK/A,1009168,2010
CHCO,1007970,2011
CHCO,1007993,2010
IPVF,1008017,2011
UAMY,1008024,2011
MGEE,1008035,2013
RRC,1008051,2011
TPHS,1008054,2011
CHCO,1008058,2011
CHCO,1008060,2011
WLL,1004197,2010
MH^C,1008063,2011
COG,1008081,2014
SLCA,1010521,2012
CHCO,1008098,2011
COP,1008018,2010
DEN,1008942,2011
KMI,1008185,2012
NGS,1009609,2011
ORAN,1008215,2010
ARLP,1008240,2012
AOSL,1008262,2012
AGRO,1010719,2012
COG,1009258,2011
FFWM,1008755,2011
BNED,1008330,2011
EOG,1006031,2010
ARLP,1008368,2013
NGS,1008373,2011
COG,1008418,2011
ARLP,1008460,2012
CLR,1009571,2011
ARLP,1008483,2011
ATCO,1008083,2011
CHCO,1008498,2011
SLCA,1008734,2011
COG,1008794,2011
SD,1008809,2011
SD,1008803,2011
RRC,1008918,2011
HBP,1008992,2011
GGPI,1008999,2011
NGS,1009033,2011
LPI,1009056,2011
WM,1006292,2010
EPD,1009093,2012
COG,1009126,2013
SGU,1009167,2011
REVG,1010420,2012
REVG,1010420,2012
JCTCF,1010420,2012
COG,1010420,2012
PDCE,1009286,2011
GDP,1009400,2011
MNDO,1009414,2011
FANG,1009434,2013
WM,1009444,2011
MS,1009469,2011
MS,1009472,2011
COG,1009485,2011
CHCO,1009494,2011
JLL,1009547,2011
AMR,1005297,2010
GJO,1009674,2011
PPL,1009569,2011
COG,1009584,2014
MDU,1009587,2014
AB,1009588,2011
ERF,1009595,2011
AMOV,1009615,2011
BAC,1009621,2011
SWKS,1009735,2011
CHNR,1009629,2014
MGY,1009675,2013
LPI,1009683,2011
MOS,1009795,2010
COG,1009720,2011
COG,1009732,2011
COG,1009742,2011
COG,1009777,2011
SCE^J,1009888,2011
NGS,1009781,2012
COG,1009786,2013
GJO,1009793,2011
BSM,1009802,2011
HMC,1009814,2011
ARLP,1009850,2013
FE,1009854,2011
CHNR,1009859,2012
AMOV,1009865,2011
WTI,1009871,2011
TRN,1010756,2012
AMR,1009923,2011
KMI,1002678,2010
NWE,1007306,2010
SLCA,1009941,2011
CHNR,1009956,2014
NGS,1009964,2011
MXIM,1010005,2011
HES,1010020,2012
AMD,1010033,2011
USFD,1010046,2011
TRGP,1010047,2013
CHCO,1001134,2010
CHCO,1010082,2011
AMR,1010090,2011
SAFM,1010104,2011
AACG,1010106,2012
OVBC,1010107,2013
RLX,1011101,2013
BHK,1010117,2011
MH^C,1010142,2011
CHCO,1010159,2011
AR,1010807,2012
USFD,1010187,2011
IR,1010710,2011
CHCO,1010207,2011
BKH,1010224,2011
LII,1010232,2011
AAWW,1010237,2012
TALO,1010245,2014
MH^C,1010247,2011
BAC,1010248,2011
AIRI,1010260,2011
BAC,1010267,2011
CHNR,1010294,2014
NEE,1010316,2012
AEP,1010321,2011
OAS,1010325,2012
BAC,1010326,2012
MAYS,1010330,2011
ARLP,1010613,2012
CHCO,1010364,2012
HES,1010388,2014
MMSI,1010407,2011
QMCO,1010422,2012
AMOV,1010422,2012
COP,1006012,2010
REVG,1010422,2012
WTI,1010422,2012
GLP,1010430,2012
MGY,1010437,2012
MMSI,1010440,2011
AGRO,1010454,2012
TPVG,1010466,2012
ENB,1010475,2014
BBU,1010481,2013
EP^C,1010481,2013
ARLP,1010498,2012
BEP,1010538,2012
CRK,1010548,2012
CCF,1010562,2012
HUN,1010589,2012
ARLP,1010592,2012
CHCO,1010601,2012
HBP,1010614,2012
COG,1010616,2012
COG,1010621,2012
CPLP,1010632,2011
EQH,1010639,2010
ALE,1010640,2011
GE,1010642,2013
IR,1010650,2012
WTI,1010655,2012
REGI,1010658,2012
CHCO,1010661,2011
CYH,1010663,2012
USFD,1010674,2012
AMR,1010703,2012
COG,1010707,2012
WTI,1010719,2012
INT,1010720,2012
CHNR,1010752,2012
AEP,1010734,2012
WM,1010773,2012
GJO,1010779,2012
TRGP,1010789,2012
COG,1010931,2010
CHCO,1010935,2011
BTT,1010938,2012
LNN,1010950,2014
CHCO,1010955,2013
CHCO,1010957,2010
CHCO,1010961,2013
WM,1010983,2013
ENLC,1010989,2014
CTA^A,1010991,2013
EP^C,1011007,2014
CHCO,1011031,2010
TG,1011034,2013
CHCO,1011061,2013
CHCO,1011066,2010
KMF,1011291,2013
KMI,1011085,2013
CRT,1011100,2013
JCI,1011102,2013
NGS,1011116,2010
AXAS,1011185,2014
NGS,1011614,2014
AAMC,1011204,2014
AMR,1011212,2013
MH^C,1011214,2011
COG,1011223,2013
ORAN,1011227,2010
NOA,1011242,2013
MTRN,1011243,2013
USFD,1002194,2011
AEO,1011250,2013
CHCO,1011254,2010
CHCO,1011256,2010
SHW,1011268,2014
SGU,1011270,2013
NGS,1011270,2013
COG,1011276,2014
PCG,1011288,2014
BRK/A,1000620,2010
CHCO,1011331,2010
COG,1011332,2013
CHCO,1011341,2011
PAA,1011361,2011
TSLA,1011389,2013
CARR,1011406,2011
MH^C,1011427,2014
COG,1011463,2014
HES,1011470,2014
WM,1011531,2014
ARLP,1011547,2014
DAR,1011551,2014
CTA^A,1011559,2014
NGG,1011637,2014
CHCO,1011612,2014
DTB,1011615,2014
CHCO,1011631,2014
BPMP,1011635,2014
IEA,1011650,2014
COG,1011652,2014
AR,1010718,2012
VCKA,1011684,2014
GDP,1011689,2014
CDEV,1011690,2014
QCOM,1011718,2013
USAC,1011743,2014
CHNR,1011735,2014
WM,1011741,2014
ALIN^E,1011752,2014
OVLY,1011773,2014
VSH,1011798,2011
SGU,1011813,2014
BRKS,1011844,2011
ROCC,1000011,2011
AAMC,1008269,2010
AZRE,1007204,2010
FE,1007950,2010
ATI,1007843,2010
GLT,1000183,2011
BIIB,1000383,2011
SSP,1000491,2010
EP^C,1006966,2010
VRS,1001296,2010
CMS,1007732,2010
AEP,1006633,2010
ASPU,1001256,2011
AESR,1001299,2013
RAVN,1001481,2013
CHCO,1001502,2010
RAVN,1005995,2012
JRVR,1008990,2011
RYAM,1010287,2011
RSG,1008030,2010
RSG,1007680,2010
AB,1002103,2010
SGU,1002229,2010
DCP,1002422,2010
CHCO,1002799,2010
RSG,1002478,2012
RSG,1007963,2010
COG,1009803,2011
HBP,1002971,2010
COG,1002985,2013
CHCO,1003044,2010
ENB,1003090,2011
CNP,1003657,2010
CVX,1003286,2010
CHCO,1003386,2010
MH^C,1005418,2011
GT,1003427,2010
ETI^,1007927,2010
AAU,1003526,2010
CHCO,1003549,2011
XOM,1003555,2011
RSG,1007112,2011
BPMP,1006331,2011
JVA,1003772,2012
AAMC,1006369,2010
WM,1004073,2010
OKE,1004336,2011
MH^C,1004569,2011
CHCO,1004592,2011
AAMC,1006714,2010
CHCO,1004993,2010
RM,1005039,2010
VMC,1005458,2011
CHCO,1005466,2010
USFD,1005520,2011
AEP,1005540,2012
CHCO,1005701,2011
NGS,1005728,2011
MH^C,1005823,2011
AMOV,1005880,2011
CHCO,1005910,2010
CHCO,1006014,2010
CSGP,1006087,2012
RM,1006218,2010
DVN,1010832,2010
SSP,1006630,2010
T,1006680,2011
CNP,1006682,2011
NGS,1006688,2011
CHCO,1007078,2011
SCE^J,1007245,2011
CHCO,1007258,2011
NRG,1007313,2012
CWBC,1007344,2012
NRG,1007365,2012
NRG,1007365,2012
CLMT,1007765,2011
ETI^,1004379,2010
CHCO,1007712,2013
MDU,1009508,2010
ACIW,1007908,2011
RSG,1007925,2012
DVN,1009278,2013
XEC,1005058,2010
XEC,1008700,2011
XEC,1008702,2011
PVAC,1008716,2011
MMSI,1009244,2013
CHNR,1009629,2011
PHCF,1009898,2011
SD,1009957,2013
RFP,1009956,2011
SWN,1010205,2011
AR,1010183,2011
CHNR,1010294,2011
NGS,1010314,2011
CHNR,1010340,2011
CHCO,1010365,2010
HES,1010388,2012
AGRO,1010464,2012
XEL,1007207,2010
CHNR,1010932,2013
AAU,1011200,2011
CHCO,1011215,2013
BPMP,1011219,2013
CNP,1011285,2013
NRG,1000087,2010
WLMS,1009593,2011
PCG,1008035,2010
AEE,1001168,2011
ERII,1000362,2011
ASML,1000870,2011
AESR,1001235,2011
BEP,1001257,2011
ALP^Q,1001301,2011
ALP^Q,1001312,2011
RAVN,1001481,2012
CHCO,1001567,2010
REGI,1001698,2011
AGRO,1001767,2011
BEP,1001857,2012
BEP,1001927,2012
CLFD,1002539,2012
ARLP,1008238,2012
EXPR,1002931,2011
KMI,1002097,2012
EXPR,1002931,2011
KMI,1002816,2011
WM,1002436,2011
QCON,1002442,2011
CHCO,1002457,2010
CHCO,1002513,2011
SUN,1002611,2010
COO,1008046,2010
ARLP,1002836,2012
KMI,1002849,2012
KMI,1002931,2011
LECO,1002956,2011
COG,1003025,2011
AEP,1003132,2011
CHCO,1003393,2010
BLDP,1003663,2010
BLDP,1003641,2012
SGU,1003662,2012
WM,1003744,2010
CHCO,1003828,2011
CHCO,1003946,2012
ORAN,1003953,2011
CHCO,1003987,2010
USFD,1004640,2011
WM,1004548,2010
WM,1006293,2011
BAC,1004544,2011
UVV,1004508,2012
BAC,1004644,2011
KMI,1004709,2012
BCOW,1004733,2012
ADS,1004854,2011
AAPL,1005343,2011
CHCO,1005419,2010
GPL,1005472,2011
USFD,1005521,2011
CEE,1006294,2012
FDP,1006447,2010
REGI,1006490,2012
REGI,1006491,2012
ARLP,1006743,2012
UVV,1006810,2012
BANC,1006882,2012
CHCO,1006978,2010
CHCO,1007091,2012
PZG,1007129,2010
BEP,1007191,2012
NRG,1007303,2010
BEP,1007323,2010
XOM,1007542,2010
STBA,1007618,2011
MHK,1007977,2011
DVN,1009278,2012
ARLP,1008239,2012
ALJJ,1008263,2011
ARLP,1008368,2012
COG,1009244,2012
FI,1010420,2012
SRL,1009244,2012
MDC,1009244,2012
WM,1009967,2011
EAI,1010061,2012
CVM,1010158,2011
AR,1010181,2011
AR,1010182,2011
CCK,1010186,2011
AR,1010809,2012
CHCO,1010961,2010
CHCO,1011061,2011
PAA,1011361,2012
EURN,1007549,2010
JRVR,1000252,2011
PGRWU,1009594,2011
CNST,1005995,2010
DUK,1001120,2010
IDA,1001197,2010
SUN,1005598,2010
SUN,1001321,2010
CHCO,1001305,2011
CHCO,1001502,2011
PESI,1008034,2011
CVX,1001767,2011
CLFD,1002539,2011
KMI,1002912,2010
CHCO,1002359,2010
WM,1002490,2010
CMII,1002559,2011
BAC,1002620,2011
DEA,1006938,2011
SWX,1003115,2011
CHCO,1003442,2010
CHCO,1003532,2010
CHCO,1003639,2010
JVA,1003772,2011
BPMP,1009833,2011
CHCO,1004285,2010
CPLP,1006810,2011
BGNE,1007403,2010
MLI,1006015,2011
NGS,1007779,2011
COG,1008574,2011
JLL,1005339,2011
AESR,1005422,2010
AB,1005467,2011
CHCO,1005478,2010
CHCO,1005973,2011
PBC,1007714,2011
BOH,1006173,2010
RM,1006216,2011
COP,1006301,2011
AMER,1006315,2011
REGI,1006490,2011
BAC,1006606,2010
CHCO,1006716,2011
AB,1006747,2010
BANC,1006882,2010
BAC,1006911,2011
CHCO,1007020,2011
ARLP,1006394,2010
NGS,1007119,2011
NGS,1007146,2011
IP,1007391,2011
CHCO,1007583,2010
CHCO,1007709,2010
CHCO,1007753,2010
ATAX,1007795,2011
CHCO,1007813,2011
CHCO,1007814,2010
CHCO,1003723,2010
CHCO,1007948,2011
EP^C,1009350,2011
IMTE,1008262,2011
COG,1009435,2011
NGS,1009800,2011
USFD,1010674,2011
INT,1010720,2010
CHCO,1011040,2011
