Symbol,Date,ESG Score,Environment,Emissions,Resource Use,Innovation,Social,Human Rights,Product Responsibility,Workforce,Community,Governance,Management,Shareholders,CSR Strategy
A,2021-06-19,89,79,98,93,50,94,94,92,95,97,86,89,78,85
AAIC,2021-06-19,29,2,0,8,0,34,0,0,30,63,33,44,16,0
AAL,2021-06-19,83,84,90,95,0,83,93,23,95,75,81,83,66,90
AAOI,2021-06-19,18,10,0,25,0,22,0,43,2,53,23,34,2,0
AAON,2021-06-19,21,3,0,12,0,26,0,9,13,85,37,30,87,0
AAP,2021-06-19,44,27,49,14,10,63,70,65,49,68,30,16,74,37
AAPL,2021-06-19,73,58,87,84,39,74,83,57,81,69,84,86,80,79
AAT,2021-06-19,51,45,45,56,0,55,61,42,55,61,54,66,14,52
AAWW,2021-06-19,32,20,33,28,0,35,0,58,43,32,41,55,18,6
ABBV,2021-06-19,79,72,80,83,9,90,88,91,96,83,68,60,88,76
ABC,2021-06-19,67,55,85,85,0,54,0,48,88,89,89,99,61,85
ABCB,2021-06-19,47,2,4,6,0,46,0,75,37,76,65,78,67,0
ABEO,2021-06-19,34,0,0,0,0,67,0,75,39,89,27,17,79,0
ABG,2021-06-19,41,6,0,19,0,28,0,26,35,41,72,94,47,0
ABM,2021-06-19,68,69,62,61,87,57,32,28,83,84,81,79,77,96
ABMD,2021-06-19,24,0,0,0,0,37,39,15,33,64,18,23,10,0
ABR,2021-06-19,26,0,0,0,0,42,0,42,57,37,42,43,68,0
ABT,2021-06-19,80,75,95,82,50,82,49,85,99,98,81,79,84,85
ABTX,2021-06-19,33,0,0,0,0,37,0,31,43,62,41,56,17,0
AC,2021-06-19,18,0,0,0,0,36,0,46,5,63,8,10,5,0
ACAD,2021-06-19,44,0,0,0,0,77,0,77,65,100,43,57,21,0
ACBI,2021-06-19,36,0,0,0,0,30,0,32,23,64,58,72,47,0
ACC,2021-06-19,57,37,28,35,77,65,0,42,60,100,73,81,60,54
ACCO,2021-06-19,75,63,52,91,37,77,61,93,60,98,81,96,65,29
ACEL,2021-06-19,14,0,0,0,0,20,0,18,12,46,19,15,42,0
ACHC,2021-06-19,52,23,0,49,0,53,0,70,48,67,66,91,29,0
ACI,2021-06-19,23,11,34,0,0,34,0,0,36,55,18,19,24,5
ACIW,2021-06-19,52,10,34,7,0,49,0,35,75,68,67,87,33,24
ACLS,2021-06-19,49,13,12,29,0,66,92,56,41,58,63,90,10,6
ACM,2021-06-19,52,61,51,49,79,56,68,49,32,73,33,27,38,54
ACNB,2021-06-19,39,0,0,0,0,31,0,31,38,45,65,76,73,0
ACOR,2021-06-19,39,0,0,0,0,44,0,26,11,89,59,86,10,0
ACR,2021-06-19,24,11,21,5,0,39,0,42,23,59,26,22,54,0
ACRE,2021-06-19,25,0,0,0,0,39,22,42,34,46,42,48,50,0
ACRS,2021-06-19,21,0,0,0,0,49,0,28,30,90,11,15,2,0
ACRX,2021-06-19,21,0,0,0,0,50,0,75,28,50,10,10,16,0
ACTG,2021-06-19,11,0,0,0,0,12,0,28,6,21,19,16,40,0
ADBE,2021-06-19,77,78,96,97,55,76,70,35,97,99,78,88,43,79
ADC,2021-06-19,34,38,50,35,0,47,29,42,41,59,17,10,54,0
ADES,2021-06-19,26,0,0,0,0,11,0,28,8,16,62,61,99,12
ADI,2021-06-19,75,91,89,87,95,68,51,73,68,94,67,61,76,80
ADM,2021-06-19,81,77,70,82,88,83,85,75,86,89,81,87,57,87
ADMA,2021-06-19,21,0,0,0,0,42,0,59,17,51,14,17,17,0
ADMS,2021-06-19,31,0,0,0,0,37,0,26,43,50,45,64,13,0
ADP,2021-06-19,84,72,96,78,55,85,54,82,89,98,87,87,99,69
ADPT,2021-06-19,20,0,0,0,0,50,71,28,78,51,6,8,4,0
ADS,2021-06-19,69,51,78,65,0,67,45,28,91,100,84,93,66,69
ADSK,2021-06-19,77,76,91,95,55,74,83,35,88,94,80,94,50,54
ADT,2021-06-19,21,20,0,0,43,37,0,18,55,64,5,5,8,0
ADTN,2021-06-19,52,30,57,49,5,52,68,53,13,64,65,70,92,0
ADUS,2021-06-19,18,0,0,0,0,23,0,22,16,42,22,20,45,0
ADVM,2021-06-19,37,0,0,0,0,46,0,26,84,50,54,61,56,16
AE,2021-06-19,17,2,6,0,0,6,0,30,3,4,57,56,100,0
AEE,2021-06-19,45,41,50,23,50,26,0,14,17,81,81,85,71,76
AEIS,2021-06-19,45,46,18,34,76,51,43,73,20,79,35,45,11,23
AEL,2021-06-19,45,0,0,0,0,30,0,36,22,53,77,92,81,0
AEO,2021-06-19,59,70,62,67,87,44,45,68,25,37,70,85,41,39
AEP,2021-06-19,60,60,58,78,43,67,3,48,92,93,49,26,97,92
AERI,2021-06-19,34,28,0,50,0,70,72,75,31,89,5,5,9,0
AES,2021-06-19,66,51,53,42,60,68,73,73,62,68,91,100,63,85
AFG,2021-06-19,40,9,27,17,0,39,15,36,41,53,53,56,60,23
AFIN,2021-06-19,32,10,23,0,0,30,0,42,21,37,58,75,40,0
AFL,2021-06-19,57,35,87,89,0,58,36,36,68,79,62,75,18,61
AGCO,2021-06-19,56,72,51,66,85,43,33,38,18,82,54,40,92,69
AGEN,2021-06-19,37,0,0,0,0,59,0,77,63,51,42,62,4,0
AGFS,2021-06-19,27,10,4,0,26,25,10,56,7,48,60,58,97,16
AGIO,2021-06-19,56,40,35,50,0,85,0,94,95,89,40,46,20,39
AGLE,2021-06-19,21,0,0,0,0,34,0,28,25,51,24,30,21,0
AGM,2021-06-19,23,19,0,0,29,22,0,31,14,45,25,25,43,0
AGNC,2021-06-19,47,33,49,27,0,46,0,42,70,37,62,65,65,43
AGR,2021-06-19,70,87,95,83,83,76,94,88,71,62,31,8,96,50
AGRX,2021-06-19,27,0,0,0,0,42,0,28,65,51,30,19,88,0
AGS,2021-06-19,14,6,13,0,0,21,0,18,35,32,12,4,44,0
AGTC,2021-06-19,34,0,0,0,0,44,0,75,55,17,47,50,68,0
AGX,2021-06-19,24,24,4,0,60,18,0,25,4,56,33,41,27,0
AGYS,2021-06-19,30,0,0,0,0,42,0,35,38,68,27,12,98,0
AHCO,2021-06-19,9,0,0,0,0,10,0,16,7,17,12,2,55,0
AHH,2021-06-19,62,55,19,83,77,55,56,0,59,88,76,85,60,54
AHT,2021-06-19,36,15,36,0,0,38,0,42,20,59,59,64,80,0
AIG,2021-06-19,62,54,66,36,56,45,10,36,32,86,85,94,96,23
AIMC,2021-06-19,44,28,0,29,40,44,80,38,3,41,64,72,80,0
AIN,2021-06-19,33,18,0,43,16,56,83,38,33,58,21,29,10,0
AIR,2021-06-19,24,2,6,0,0,37,0,81,45,53,22,28,14,0
AIT,2021-06-19,27,24,33,31,16,31,51,8,26,34,27,28,39,0
AIV,2021-06-19,48,21,0,33,53,58,0,89,59,49,68,95,1,37
AIZ,2021-06-19,62,28,74,67,0,56,0,91,47,71,81,90,52,77
AJG,2021-06-19,57,24,23,0,32,51,26,36,50,79,76,83,60,63
AJRD,2021-06-19,42,8,10,17,0,43,0,42,64,82,64,73,62,24
AJX,2021-06-19,21,0,0,0,0,35,0,42,11,61,33,19,99,0
AKAM,2021-06-19,51,65,88,64,55,46,8,35,43,70,52,50,54,60
AKBA,2021-06-19,32,0,0,0,0,57,13,75,56,50,32,47,2,0
AKR,2021-06-19,77,77,78,75,78,70,80,42,70,88,85,100,45,69
AKRO,2021-06-19,22,0,0,0,0,52,0,77,32,51,9,8,18,0
AKTS,2021-06-19,15,0,0,0,0,18,0,43,7,36,32,20,92,0
AL,2021-06-19,29,5,0,13,0,18,0,0,11,60,59,65,79,0
ALB,2021-06-19,65,43,47,56,26,80,93,91,37,93,79,91,30,92
ALBO,2021-06-19,25,0,0,0,0,42,0,28,64,51,25,26,38,0
ALCO,2021-06-19,12,6,8,5,0,9,0,0,4,43,23,22,41,0
ALDX,2021-06-19,31,0,0,0,0,42,0,28,61,51,41,50,39,0
ALE,2021-06-19,44,34,40,0,67,32,61,16,6,57,77,89,61,43
ALEC,2021-06-19,17,0,0,0,0,35,0,0,76,51,12,16,8,0
ALEX,2021-06-19,51,28,45,18,0,48,0,42,49,61,80,94,86,0
ALG,2021-06-19,49,56,46,77,52,49,83,8,37,56,41,36,51,54
ALGN,2021-06-19,52,27,55,27,0,48,24,46,62,64,69,84,62,6
ALGT,2021-06-19,16,1,2,0,0,24,0,38,14,53,19,4,84,0
ALL,2021-06-19,76,78,85,75,77,78,36,83,90,87,74,78,62,69
ALLE,2021-06-19,58,36,18,38,43,61,86,53,49,64,67,97,11,0
ALLK,2021-06-19,26,0,0,0,0,42,0,26,68,50,29,38,16,0
ALLO,2021-06-19,23,0,0,0,0,36,0,28,36,51,27,36,15,0
ALLY,2021-06-19,51,10,27,34,0,51,5,32,62,84,68,79,45,45
ALNY,2021-06-19,60,12,34,0,0,79,0,77,92,90,75,87,82,0
ALRM,2021-06-19,36,24,0,0,55,56,0,94,44,56,23,25,34,0
ALRS,2021-06-19,35,2,11,0,0,39,5,31,46,62,43,42,72,0
ALSK,2021-06-19,20,0,0,0,0,9,0,17,3,18,56,57,93,0
ALSN,2021-06-19,45,51,20,7,85,41,37,38,32,56,44,45,45,39
ALTA,2021-06-19,27,0,0,0,0,35,0,32,34,64,27,21,67,0
ALTR,2021-06-19,25,0,0,0,0,41,0,35,30,68,19,27,3,0
ALVR,2021-06-19,16,0,0,0,0,21,0,26,35,14,23,15,65,0
ALX,2021-06-19,48,63,69,66,24,56,16,42,40,88,24,13,25,76
ALXN,2021-06-19,55,56,59,71,0,41,0,47,62,69,75,75,80,69
AM,2021-06-19,36,60,92,46,0,30,16,22,26,60,18,2,47,52
AMAL,2021-06-19,70,67,59,53,73,74,61,76,65,97,67,74,35,79
AMAT,2021-06-19,77,79,78,84,76,75,60,73,82,93,78,85,60,69
AMBA,2021-06-19,35,16,0,10,32,30,35,32,11,41,64,74,75,0
AMBC,2021-06-19,24,9,34,11,0,31,37,36,29,27,20,27,10,0
AMCX,2021-06-19,11,0,0,0,0,20,0,34,8,31,3,4,2,0
AMD,2021-06-19,66,63,72,93,33,73,80,32,86,86,57,50,77,61
AME,2021-06-19,47,30,14,22,40,52,40,70,44,58,59,74,34,23
AMED,2021-06-19,35,0,0,0,0,21,0,22,9,42,70,87,56,0
AMEH,2021-06-19,19,8,21,0,0,21,0,22,29,25,23,22,41,0
AMG,2021-06-19,46,28,66,58,0,49,40,46,49,52,49,59,23,37
AMGN,2021-06-19,72,77,80,95,9,80,71,86,77,92,55,53,37,96
AMK,2021-06-19,25,0,0,0,0,44,8,46,29,63,16,15,28,0
AMKR,2021-06-19,40,16,38,14,0,63,80,49,44,68,30,45,2,0
AMN,2021-06-19,67,43,40,57,0,61,91,22,53,97,87,90,87,72
AMNB,2021-06-19,30,0,0,0,0,20,0,31,16,37,54,79,6,0
AMOT,2021-06-19,31,2,8,0,0,26,39,8,27,27,73,84,82,0
AMP,2021-06-19,66,19,54,31,0,64,0,46,50,98,82,96,72,23
AMPH,2021-06-19,37,0,0,0,0,35,44,47,2,48,67,71,97,0
AMPY,2021-06-19,13,2,6,0,0,13,0,30,15,24,27,10,99,0
AMR,2021-06-19,23,5,8,3,0,29,0,23,13,64,41,44,39,32
AMRC,2021-06-19,45,31,13,30,51,51,0,14,46,88,55,82,1,0
AMRK,2021-06-19,26,0,0,0,0,11,0,16,6,28,71,77,97,0
AMRS,2021-06-19,20,11,0,6,26,18,0,41,6,48,39,53,17,0
AMS,2021-06-19,38,8,5,22,0,54,67,32,51,58,46,42,86,5
AMSC,2021-06-19,20,21,0,0,41,17,0,8,24,39,23,19,53,0
AMSF,2021-06-19,42,0,0,0,0,34,0,36,33,53,65,90,23,0
AMSWA,2021-06-19,17,3,15,0,0,32,7,35,23,45,8,8,13,0
AMT,2021-06-19,68,76,85,86,0,62,0,42,74,78,66,68,63,59
AMTB,2021-06-19,32,0,0,0,0,46,0,31,66,62,26,33,21,0
AMWD,2021-06-19,17,2,0,8,0,17,0,0,19,60,36,35,65,0
AMZN,2021-06-19,88,88,98,83,77,90,96,88,91,89,87,94,79,60
AN,2021-06-19,51,33,30,25,49,40,0,28,50,68,71,79,91,0
ANAB,2021-06-19,38,0,0,0,0,47,0,75,15,50,55,78,16,0
ANAT,2021-06-19,28,0,0,0,0,34,0,36,29,57,31,32,47,0
ANDE,2021-06-19,35,16,16,2,88,28,0,28,34,58,69,93,30,6
ANF,2021-06-19,67,60,73,84,9,58,61,26,53,91,81,87,91,39
ANGI,2021-06-19,17,0,0,0,0,36,47,35,4,46,6,8,3,0
ANGO,2021-06-19,33,0,0,0,0,29,0,46,36,32,55,64,59,0
ANIK,2021-06-19,38,10,8,15,0,24,0,15,29,59,79,94,78,0
ANIP,2021-06-19,20,0,0,0,0,24,0,70,16,23,29,16,95,0
ANSS,2021-06-19,56,55,38,67,55,86,90,81,85,89,31,30,29,39
ANTM,2021-06-19,87,84,98,95,0,87,74,87,88,94,87,93,69,87
AON,2021-06-19,52,34,70,75,9,59,36,36,70,79,49,53,49,30
AOS,2021-06-19,54,59,54,61,60,46,12,38,51,91,58,85,1,6
APA,2021-06-19,54,45,61,66,0,57,64,30,49,77,62,65,46,69
APAM,2021-06-19,42,9,7,31,0,54,0,46,45,77,41,50,15,37
APD,2021-06-19,76,89,85,93,89,72,70,56,82,81,59,49,89,61
APEI,2021-06-19,59,63,83,55,0,58,64,43,39,82,56,57,75,23
APH,2021-06-19,68,80,61,95,82,57,23,95,68,68,64,61,77,56
APLE,2021-06-19,40,43,40,44,50,34,0,42,42,29,42,40,56,31
APLS,2021-06-19,23,4,0,8,0,23,14,14,20,48,37,49,21,0
APLT,2021-06-19,28,0,0,0,0,37,0,26,46,50,37,53,11,0
APO,2021-06-19,28,30,78,57,0,47,26,46,53,48,11,1,29,37
APOG,2021-06-19,38,25,31,34,16,30,0,39,41,60,65,90,7,24
APPF,2021-06-19,44,0,0,0,0,52,0,35,41,90,51,73,11,0
APPN,2021-06-19,24,7,0,22,0,29,0,35,50,27,24,32,12,0
APPS,2021-06-19,20,0,0,0,0,16,0,35,12,11,29,37,23,0
APRE,2021-06-19,24,0,0,0,0,39,0,59,3,51,26,36,13,0
APTS,2021-06-19,41,43,48,30,77,52,47,42,53,59,27,21,60,6
APTX,2021-06-19,12,0,0,0,0,20,0,14,23,48,8,10,6,0
APYX,2021-06-19,32,4,11,0,0,32,0,48,49,34,44,50,54,0
AQB,2021-06-19,43,12,34,0,0,63,0,94,53,51,46,66,12,0
AQST,2021-06-19,19,0,0,0,0,16,0,15,10,48,37,33,77,0
AQUA,2021-06-19,41,36,33,38,37,60,50,28,71,84,20,6,56,37
ARAV,2021-06-19,14,0,0,0,0,33,0,28,24,51,6,7,7,0
ARAY,2021-06-19,37,6,16,0,0,36,0,74,24,34,54,64,56,0
ARCB,2021-06-19,40,15,18,28,0,44,31,22,39,79,65,90,25,0
ARCC,2021-06-19,32,11,0,0,32,69,0,50,69,92,9,1,44,0
ARCH,2021-06-19,46,54,77,30,50,59,86,22,18,90,24,9,63,37
ARDX,2021-06-19,25,0,0,0,0,41,0,28,60,51,27,33,27,0
ARE,2021-06-19,74,64,86,54,24,84,16,95,82,92,76,91,34,69
ARI,2021-06-19,32,12,21,0,24,50,0,42,32,83,40,45,49,0
ARL,2021-06-19,13,0,0,0,0,30,0,32,11,71,5,7,1,0
ARLO,2021-06-19,53,24,21,58,0,45,42,35,60,46,68,87,50,0
ARLP,2021-06-19,11,8,17,0,0,15,0,22,7,31,12,1,54,6
ARNA,2021-06-19,58,50,65,50,0,64,13,77,84,51,58,69,21,56
AROC,2021-06-19,50,44,54,48,0,34,0,22,63,60,79,94,46,52
AROW,2021-06-19,29,0,0,0,0,23,0,32,16,48,48,70,4,0
ARQT,2021-06-19,18,0,0,0,0,39,0,28,51,51,11,9,22,0
ARR,2021-06-19,17,0,0,0,0,14,0,0,3,37,41,47,47,0
ARTNA,2021-06-19,9,7,0,21,0,2,0,0,5,2,21,19,45,0
ARVN,2021-06-19,30,0,0,0,0,56,0,28,63,90,27,22,62,0
ARW,2021-06-19,47,26,33,53,0,56,60,32,50,79,57,71,16,49
ARWR,2021-06-19,15,0,0,0,0,28,0,26,2,50,13,1,61,0
ASB,2021-06-19,49,13,4,6,18,55,0,75,47,94,57,74,37,0
ASGN,2021-06-19,36,0,0,0,0,47,8,35,50,70,38,39,60,0
ASH,2021-06-19,59,59,61,89,26,64,56,86,43,86,50,40,55,92
ASIX,2021-06-19,53,34,29,73,0,48,28,47,59,76,93,99,73,92
ASMB,2021-06-19,43,2,5,0,0,37,0,46,48,68,81,98,78,0
ASPN,2021-06-19,14,4,11,4,0,19,0,17,28,44,17,21,14,0
ASPU,2021-06-19,21,0,0,0,0,38,0,41,38,45,22,9,81,0
ASRT,2021-06-19,38,0,0,0,0,33,0,70,30,48,75,83,98,0
ASTE,2021-06-19,40,15,0,29,16,31,27,38,19,41,80,92,94,0
ASUR,2021-06-19,30,0,0,0,0,18,0,0,1,46,50,52,77,0
ASXC,2021-06-19,22,0,0,0,0,14,0,15,7,32,42,55,28,0
ATEC,2021-06-19,24,0,0,0,0,32,0,16,55,65,25,27,36,0
ATEX,2021-06-19,16,0,0,0,0,10,0,16,2,27,40,43,58,0
ATGE,2021-06-19,64,84,86,96,0,68,56,41,63,93,43,43,59,24
ATHX,2021-06-19,26,0,0,0,0,44,0,28,71,51,28,23,63,0
ATI,2021-06-19,53,49,37,56,56,56,64,42,56,54,53,67,12,43
ATKR,2021-06-19,41,40,54,80,16,26,16,8,50,35,63,62,51,87
ATLC,2021-06-19,15,2,11,0,0,15,0,31,12,19,20,29,3,0
ATLO,2021-06-19,20,0,0,0,0,29,0,76,29,20,16,4,65,0
ATNI,2021-06-19,19,19,0,0,62,10,0,17,4,21,38,33,81,0
ATNX,2021-06-19,24,0,0,0,0,59,13,77,59,51,8,7,14,0
ATO,2021-06-19,38,37,36,14,63,35,0,55,17,81,42,28,70,72
ATOM,2021-06-19,10,0,0,0,0,13,0,6,13,41,16,22,9,0
ATR,2021-06-19,61,69,65,93,38,49,51,8,83,44,70,79,27,85
ATRA,2021-06-19,40,28,0,50,0,52,0,75,38,50,37,45,38,0
ATRC,2021-06-19,36,0,0,0,0,32,0,15,61,64,58,86,6,0
ATRI,2021-06-19,13,0,0,0,0,19,16,46,3,1,10,7,27,0
ATRO,2021-06-19,32,4,0,13,0,37,0,81,15,84,47,69,3,0
ATRS,2021-06-19,21,0,0,0,0,24,0,46,11,32,25,37,3,0
ATSG,2021-06-19,23,17,27,25,0,15,0,22,13,22,42,43,68,0
ATUS,2021-06-19,14,0,0,0,0,15,0,17,9,42,23,16,62,0
ATVI,2021-06-19,64,23,18,58,0,66,70,35,61,89,74,78,85,39
ATXI,2021-06-19,7,0,0,0,0,3,0,0,7,4,16,13,36,0
AUB,2021-06-19,41,1,0,6,0,35,24,31,41,37,66,81,60,0
AUBN,2021-06-19,40,2,11,0,0,39,0,75,28,62,56,60,81,0
AUD,2021-06-19,36,18,41,6,0,27,0,33,2,65,54,69,41,0
AVA,2021-06-19,34,34,4,34,67,20,0,14,6,65,56,61,55,31
AVAV,2021-06-19,35,22,18,44,10,34,13,42,40,53,47,64,5,24
AVB,2021-06-19,80,72,74,68,78,79,92,42,81,98,90,92,88,85
AVCO,2021-06-19,30,0,0,0,0,48,0,59,41,51,35,44,25,0
AVD,2021-06-19,22,0,0,0,0,11,0,16,2,38,79,98,70,0
AVEO,2021-06-19,41,0,0,0,0,55,0,77,44,51,55,64,62,0
AVGO,2021-06-19,66,61,40,37,95,61,59,71,59,58,82,81,93,72
AVID,2021-06-19,55,32,48,57,5,58,30,81,27,68,60,71,60,0
AVLR,2021-06-19,39,0,0,0,0,33,0,35,27,46,57,77,28,0
AVNS,2021-06-19,56,25,40,39,0,73,86,74,66,65,47,45,59,37
AVNT,2021-06-19,60,76,89,74,67,35,28,28,42,48,73,81,69,37
AVO,2021-06-19,26,33,55,17,0,23,0,12,32,58,23,17,30,39
AVRO,2021-06-19,28,0,0,0,0,50,0,28,37,90,27,36,17,0
AVT,2021-06-19,40,25,5,60,0,59,61,45,57,65,40,24,77,68
AVXL,2021-06-19,22,0,0,0,0,31,0,0,56,51,29,15,92,0
AVY,2021-06-19,54,62,37,74,81,64,51,30,97,83,23,11,45,52
AWH,2021-06-19,26,0,0,0,0,17,0,28,7,18,52,68,32,0
AWI,2021-06-19,56,64,38,45,94,44,21,81,30,62,64,89,10,23
AWK,2021-06-19,63,58,33,85,55,56,40,79,38,85,80,97,70,12
AWR,2021-06-19,47,40,47,66,0,37,53,14,35,41,71,75,72,52
AX,2021-06-19,18,0,0,0,0,16,0,31,11,26,29,38,17,0
AXAS,2021-06-19,19,5,16,0,0,14,0,30,5,44,46,57,40,0
AXDX,2021-06-19,28,0,0,0,0,16,0,16,12,34,57,66,65,0
AXGN,2021-06-19,43,4,0,13,0,36,28,46,38,32,71,81,81,6
AXL,2021-06-19,67,63,43,77,69,73,92,63,54,74,62,66,28,95
AXLA,2021-06-19,18,0,0,0,0,24,0,0,26,51,23,7,93,0
AXNX,2021-06-19,24,0,0,0,0,35,0,48,65,34,21,29,7,0
AXON,2021-06-19,30,15,30,13,0,35,13,42,44,53,34,42,13,24
AXP,2021-06-19,78,34,95,97,3,78,37,97,81,94,94,97,84,96
AXSM,2021-06-19,21,0,0,0,0,33,0,28,76,20,24,12,80,0
AXTA,2021-06-19,57,62,85,77,26,46,36,56,29,76,68,78,34,67
AXTI,2021-06-19,9,0,0,0,0,9,0,6,10,27,21,26,21,0
AYI,2021-06-19,55,63,54,54,74,58,39,79,66,60,40,28,65,62
AYTU,2021-06-19,12,0,0,0,0,17,0,0,23,48,13,4,50,0
AYX,2021-06-19,33,0,0,0,0,44,0,35,41,70,33,43,18,0
AZO,2021-06-19,60,35,62,31,0,68,63,65,42,93,64,78,43,23
AZPN,2021-06-19,58,39,5,41,55,47,0,35,55,70,75,91,70,0
AZZ,2021-06-19,50,32,13,33,41,45,73,8,30,56,78,90,87,6
B,2021-06-19,39,26,4,72,16,45,63,8,47,56,48,52,49,24
BA,2021-06-19,80,74,80,63,77,88,96,81,72,99,73,74,93,37
BAC,2021-06-19,81,86,86,100,83,90,87,76,91,100,66,58,73,96
BAH,2021-06-19,52,37,75,60,0,61,34,35,69,89,49,53,17,81
BANC,2021-06-19,36,6,16,22,0,34,0,31,20,88,50,60,51,0
BAND,2021-06-19,22,3,4,5,0,38,13,55,40,42,5,1,7,23
BANF,2021-06-19,23,1,0,6,0,35,0,31,65,21,16,3,63,6
BANR,2021-06-19,49,0,0,0,0,51,0,75,52,70,66,96,8,0
BAX,2021-06-19,74,78,93,94,50,81,56,92,100,80,64,47,95,98
BBBY,2021-06-19,64,77,65,84,87,48,22,96,42,24,74,83,67,43
BBCP,2021-06-19,13,0,0,0,0,15,0,0,16,45,28,27,53,0
BBIO,2021-06-19,13,0,0,0,0,11,0,0,3,48,23,9,86,0
BBSI,2021-06-19,31,0,0,0,0,16,0,28,0,38,73,85,79,0
BBY,2021-06-19,61,80,90,93,49,79,83,63,78,91,32,16,47,87
BC,2021-06-19,73,52,54,54,50,74,30,86,66,91,79,92,57,49
BCBP,2021-06-19,17,0,0,0,0,17,0,31,7,37,24,21,50,0
BCC,2021-06-19,45,36,66,39,16,48,43,17,57,80,52,57,70,0
BCEI,2021-06-19,17,2,6,0,0,16,0,30,12,44,40,51,27,6
BCEL,2021-06-19,7,0,0,0,0,13,0,0,27,20,7,3,24,0
BCLI,2021-06-19,21,0,0,0,0,48,0,77,13,51,10,11,14,0
BCML,2021-06-19,32,0,0,0,0,21,0,32,21,29,60,63,89,0
BCO,2021-06-19,29,4,11,0,0,23,0,28,10,59,55,61,73,0
BCOR,2021-06-19,34,5,23,0,0,40,0,46,25,56,38,32,84,0
BCOV,2021-06-19,45,0,0,0,0,38,0,35,13,68,64,93,8,0
BCPC,2021-06-19,33,18,0,23,88,34,42,27,24,48,48,63,29,0
BCRX,2021-06-19,43,0,0,0,0,76,0,75,80,89,43,64,3,0
BDC,2021-06-19,38,6,0,21,0,29,10,18,44,42,65,68,98,0
BDN,2021-06-19,51,47,32,54,78,79,0,95,64,100,28,15,66,37
BDSI,2021-06-19,20,0,0,0,0,11,0,15,10,23,49,58,49,0
BDTX,2021-06-19,29,0,0,0,0,61,0,75,77,50,20,29,5,0
BDX,2021-06-19,76,77,91,95,50,89,74,92,96,96,59,59,54,69
BECN,2021-06-19,33,44,32,36,58,31,39,17,29,32,23,20,45,0
BELFA,2021-06-19,39,16,15,5,32,57,60,81,28,68,50,73,5,0
BEN,2021-06-19,55,43,74,55,27,62,0,46,72,76,53,56,72,6
BERY,2021-06-19,60,60,63,70,38,56,40,70,62,67,68,64,80,69
BFAM,2021-06-19,27,4,11,0,0,21,0,14,22,67,64,78,61,0
BFC,2021-06-19,32,4,4,18,0,48,0,75,51,62,21,24,27,0
BFIN,2021-06-19,23,3,11,6,0,21,0,31,23,26,33,41,30,0
BFS,2021-06-19,14,0,0,0,0,24,0,42,19,22,22,17,54,0
BFST,2021-06-19,33,0,0,0,0,24,0,31,19,45,59,65,77,0
BG,2021-06-19,82,88,88,89,88,72,82,75,43,88,92,95,79,95
BGCP,2021-06-19,21,2,11,0,0,42,0,46,7,77,8,12,0,0
BGS,2021-06-19,47,22,20,25,25,50,45,65,30,58,68,86,51,0
BGSF,2021-06-19,14,0,0,0,0,10,0,28,4,15,30,18,87,0
BH,2021-06-19,9,6,13,0,0,11,0,0,3,46,9,9,13,0
BHB,2021-06-19,58,9,37,18,0,58,0,31,77,96,78,90,46,65
BHE,2021-06-19,46,17,24,33,0,50,59,32,44,58,74,90,42,39
BHF,2021-06-19,36,0,0,0,0,22,0,36,14,35,65,86,38,0
BHLB,2021-06-19,41,4,16,6,0,44,0,32,54,74,52,69,31,0
BHR,2021-06-19,37,21,36,13,0,27,0,42,11,37,64,69,91,0
BHVN,2021-06-19,57,40,35,50,0,65,0,75,95,50,60,69,56,25
BIG,2021-06-19,32,16,0,29,21,41,22,39,25,63,35,39,43,6
BIIB,2021-06-19,75,80,93,91,0,87,73,86,99,93,54,37,89,87
BIO,2021-06-19,37,24,23,57,0,49,43,48,38,65,27,22,62,0
BJ,2021-06-19,24,12,13,10,21,44,12,57,20,63,14,12,27,0
BJRI,2021-06-19,46,13,13,12,24,46,0,66,14,78,75,84,93,0
BK,2021-06-19,68,88,88,88,88,83,82,46,88,98,50,37,72,85
BKD,2021-06-19,64,49,44,68,0,66,40,72,47,89,69,83,67,0
BKE,2021-06-19,47,28,0,46,49,38,21,26,31,65,67,94,22,0
BKH,2021-06-19,23,28,17,61,4,19,0,13,12,58,20,23,9,25
BKNG,2021-06-19,41,24,31,20,0,35,14,18,48,70,67,74,52,56
BKU,2021-06-19,54,6,11,27,0,57,40,75,41,83,69,84,60,6
BL,2021-06-19,29,0,0,0,0,45,0,35,22,80,25,31,21,0
BLBD,2021-06-19,7,0,0,0,0,12,0,8,2,39,7,3,26,0
BLCM,2021-06-19,25,0,0,0,0,46,0,77,6,51,23,25,33,0
BLD,2021-06-19,37,37,16,49,50,44,50,10,23,77,28,9,73,52
BLDR,2021-06-19,26,19,0,0,43,16,0,0,14,62,50,60,50,0
BLFS,2021-06-19,26,0,0,0,0,28,0,34,48,34,35,26,89,0
BLK,2021-06-19,70,58,73,76,44,78,82,46,99,77,67,61,78,81
BLKB,2021-06-19,41,18,0,55,0,59,14,35,67,90,33,35,46,6
BLL,2021-06-19,73,83,99,95,38,82,88,47,95,87,43,35,33,98
BLMN,2021-06-19,24,11,0,22,0,32,0,43,27,44,25,21,57,0
BLPH,2021-06-19,30,0,0,0,0,63,72,75,61,50,21,29,10,0
