Facility Gov ID,GHG Year,co2,ch4,n2o
1001346,2015,482.2,0.25,0.298
1010343,2015,49995.9,23.5,28.012
1002796,2015,20.4,2542.5,nan
1010109,2015,40924.9,19.5,23.244
1009841,2015,482.9,2357.25,nan
1000085,2015,28662.6,17.0,23.84
1011503,2015,nan,1096198.0,nan
1007657,2015,67481.3,1267.75,30.694
1004764,2015,12287.0,35231.25,6.854
1001524,2015,2222724.1,6408.5,11113.612
1012038,2015,70809.2,143094.5,39.634
1005265,2015,114149.9,49409.25,4619.0
1005921,2015,214342.7,99.25,118.306
1000322,2015,15047.0,15.25,36.654
1002676,2015,145032.3,14287.0,78.97
1011530,2015,68757.3,5240.75,19.668
1000705,2015,3129360.3,832.5,15449.512
1001082,2015,1865732.8,894.0,1131.208
1001466,2015,3072340.6,825.75,15723.076
1003014,2015,25817.9,12.25,14.602
1006097,2015,1104522.5,652.0,929.462
1009289,2015,44223.4,692.5,6.556
1001335,2015,1816957.8,842.5,1004.26
1001767,2015,107696.2,3567.0,55.428
1002936,2015,37481.3,17.75,21.158
1006162,2015,5007.9,5.0,11.92
1011909,2015,nan,28495.0,nan
1011502,2015,36472.0,17.25,20.562
1007058,2015,2035739.6,944.0,1125.248
1005913,2015,26748.0,12.25,14.602
1003220,2015,38215.1,513.75,22.648
1005429,2015,57767.5,27.25,32.482
1004795,2015,135950.0,2837.0,4438.114
1001525,2015,1654618.4,4770.0,8269.5
1000283,2015,56363.4,26.0,30.992
1001145,2015,86411.0,40.25,47.978
1011161,2015,34711.5,16.25,19.37
1000788,2015,1591266.4,725.5,864.796
1008786,2015,22453.2,10.5,12.516
1000688,2015,21112.2,415.5,2297.58
1005116,2015,245860.4,11.25,13.41
1007073,2015,nan,46273.75,nan
1004384,2015,nan,7340.25,nan
1000690,2015,776603.9,360.0,429.12
1000070,2015,1441295.3,668.25,796.554
1006216,2015,nan,30065.0,nan
1001696,2015,0.0,nan,nan
1009851,2015,90212.9,2558.0,19.966
1011017,2015,38118.6,1224.0,21.158
1010509,2015,41878.8,17175.25,23.542
1010510,2015,101094.3,12811.0,56.62
1002805,2015,36642.7,17.25,20.562
1001790,2015,73739.3,1655.25,41.124
1000813,2015,1940869.0,899.75,1072.502
1007157,2015,128.9,nan,nan
1003614,2015,nan,14234.5,nan
1007545,2015,19352.1,9.25,11.026
1011783,2015,29136.6,28.75,51.852
1001367,2015,891881.1,413.5,492.892
1001112,2015,4749520.3,2202.25,2625.082
1011205,2015,49355.1,23.25,27.714
1009520,2015,67722.2,109.0,38.144
1007328,2015,1491138.7,691.0,823.672
1000398,2015,709971.8,329.225,392.466
1006385,2015,1940.0,4082.75,0.894
1000243,2015,552790.7,258.5,435.974
1004810,2015,985886.8,1188.75,1984.382
1003008,2015,1048037.4,1500.75,2491.876
1004078,2015,506393.9,675.0,1152.068
1001420,2015,1524768.4,4405.0,7637.144
1007746,2015,4288.6,1.75,2.384
1000792,2015,211781.8,98.25,117.114
1007089,2015,40843.8,18.5,22.052
1007922,2015,768383.9,1835.25,1614.862
1003552,2015,87616.6,3620.25,79.268
1001183,2015,28738.0,29.5,68.838
1006728,2015,8758656.4,25742.5,44646.658
1011124,2015,22150.5,10.5,12.516
1001841,2015,110264.2,52.5,63.474
1010241,2015,4231.0,2.0,32.78
1011787,2015,25053.6,12.0,14.006
1007176,2015,17039.0,115148.0,2820.272
1002846,2015,120900.3,303.75,647.852
1000119,2015,11247.3,5.25,6.258
1000694,2015,338073.6,976.0,1692.342
1003267,2015,98299.4,4187.75,73.606
1010771,2015,158785.3,126.5,89.4
1004421,2015,nan,151287.75,nan
1010953,2015,24303.1,599.5,13.708
1000318,2015,775276.7,384.25,509.878
1001228,2015,0.0,692.5,4126.704
1010063,2015,nan,302985.25,nan
1003545,2015,68272.4,2891.75,65.262
1007090,2015,nan,26869.75,nan
1000859,2015,312671.7,145.25,173.138
1000815,2015,1009632.1,468.25,558.154
1000529,2015,31256.0,14.5,17.284
1004524,2015,193630.6,2378.0,108.77
1010977,2015,39517.7,18.75,22.35
1000751,2015,41404.0,20.25,26.522
1002047,2015,85003.9,5836.5,47.68
1012053,2015,29064.1,13.5,16.092
1000762,2015,484.3,0.5,1.192
1002062,2015,72019.8,34.0,40.528
1010609,2015,19894.1,9.25,11.026
1000746,2015,314640.9,127.25,755.132
1004689,2015,33777.3,2935.25,18.476
1001064,2015,2729286.1,8057.5,13970.24
1001814,2015,13735.8,6.5,7.748
1005881,2015,19723.1,9.25,11.026
1001815,2015,19348.7,9.0,10.728
1011427,2015,24747.3,13.0,18.476
1011918,2015,51262.7,24.25,28.906
1000901,2015,388705.2,180.25,214.858
1001036,2015,9329577.2,27552.0,47772.678
1000475,2015,2020653.5,817.25,974.162
1001193,2015,5560932.2,16424.5,28478.668
1000778,2015,438547.9,1267.15,2196.856
1002074,2015,42559.6,179.5,23.84
1000584,2015,32179.6,15.0,18.476
1011889,2015,26181.1,12.25,14.602
1001885,2015,74269.8,35.0,41.72
1010619,2015,29628.3,14.0,16.688
1011087,2015,30594.9,10518.0,17.284
1006057,2015,nan,18302.0,nan
1002110,2015,nan,38190.0,nan
1007174,2015,809.9,585825.75,0.596
1003370,2015,50501.0,18.0,21.456
1001678,2015,79751.6,39.75,44.7
1004891,2015,519473.6,793.5,879.696
1003339,2015,0.8,97410.75,nan
1003337,2015,2.6,87735.5,nan
1006545,2015,nan,39878.75,nan
1003773,2015,76.6,170880.75,0.298
1002141,2015,0.0,64573.75,nan
1006064,2015,nan,231320.5,nan
1006465,2015,nan,235118.75,nan
1006538,2015,nan,79783.75,nan
1007956,2015,38519.2,23.25,38.74
1006738,2015,683114.6,724.75,1256.666
1004861,2015,130465.1,178.25,424.352
1002088,2015,27.7,58955.75,nan
1001290,2015,27067.3,12.75,15.198
1002324,2015,69821.3,33.0,39.336
1004597,2015,46381.6,21.75,25.926
1004747,2015,32941.2,16.0,19.072
1004870,2015,42306.0,19.75,23.542
1003103,2015,13.4,31574.75,nan
1003581,2015,106397.4,50.25,59.898
1004033,2015,40200.5,19.0,22.648
1007126,2015,nan,304.25,1812.734
1003733,2015,116.3,nan,0.298
1003923,2015,5714.6,2.5,2.98
1003130,2015,118556.2,1435.75,66.454
1003925,2015,149.5,nan,0.596
1005916,2015,nan,106439.25,nan
1002588,2015,nan,20803.75,nan
1006342,2015,153764.1,10589.75,44.7
1003713,2015,107865.4,147.0,237.208
1001707,2015,111752.2,52.75,62.878
1002879,2015,51120.5,24.0,28.906
1003186,2015,63861.7,30.0,35.76
1004368,2015,2290505.9,8448.75,8002.79
1002955,2015,116861.1,19.0,22.648
1003451,2015,373214.4,175.75,209.494
1003429,2015,78540.5,153.5,365.646
1006264,2015,151934.1,84.25,123.074
1004227,2015,5519.2,2.5,2.98
1001839,2015,141521.2,14.5,17.284
1006866,2015,314672.9,87.0,103.704
1007512,2015,25279.2,12.75,17.284
1002248,2015,59043.1,28.0,33.376
1003749,2015,72893.2,34.25,40.826
1000066,2015,94596.9,44.5,53.044
1002632,2015,126009.6,59.5,70.924
1005752,2015,39127.8,1.0,1.192
1004371,2015,49889.3,23.5,21850.85
1003997,2015,21128.8,10.0,10355.5
1009606,2015,9461.4,4.5,4328.152
1004006,2015,57898.4,27.25,17411.246
1003288,2015,25254.5,11.75,15.198
1005653,2015,94889.2,1985.5,9904.626
1006626,2015,48095.4,22.75,27.118
1006803,2015,387721.6,1328.0,4155.312
1000193,2015,154950.1,335.75,573.948
1007953,2015,37.2,2700.5,nan
1005438,2015,78625.0,37.25,44.402
1005797,2015,7823.6,3.5,4.172
1006411,2015,8106.0,3.75,4.47
1006573,2015,14492.0,6.75,8.046
1002212,2015,87849.3,42.0,855401.848
1001781,2015,907102.6,315.25,1098806.46
1000276,2015,136224.4,139.0,215.156
1004708,2015,46520.0,22.0,26.224
1003812,2015,56.4,24625.75,0.298
1002641,2015,286084.0,652.75,1119.288
1001534,2015,239867.3,708.5,1228.952
1003270,2015,40946.0,19.25,22.946
1005190,2015,48748.8,6.75,8.046
1006514,2015,nan,81471.75,46.488
1003227,2015,209.2,41834.25,nan
1003612,2015,nan,33154.0,nan
1004165,2015,51265.8,1021.5,28.608
1004323,2015,17702.8,1453.25,9.834
1002277,2015,48570.7,1081.75,1692.342
1005592,2015,22904.7,54.75,95.062
1005604,2015,71084.0,1516.75,39.932
1004504,2015,120955.6,67.75,141.848
1000022,2015,31005.5,14.5,17.284
1002647,2015,2.0,65032.75,nan
1001018,2015,8864745.7,2329.25,44423.158
1002532,2015,422813.4,8678.5,148.404
1009574,2015,28556.2,13.5,16.092
1004718,2015,36341.0,17.0,20.264
1010725,2015,4138.5,2.0,2.384
1001243,2015,343169.6,165.75,210.09
1006205,2015,187976.0,101.75,148.106
1001241,2015,45136.1,21.25,26.224
1001240,2015,57267.7,26.75,32.482
1001242,2015,83390.1,39.0,46.488
1000432,2015,2559338.7,1186.75,1414.606
1001059,2015,5078604.3,14661.75,25427.446
1001954,2015,31187.2,5567.75,24.734
1005932,2015,29016.7,3048.0,16.39
1001746,2015,18362.1,8.75,10.43
1001478,2015,569816.6,1664.75,2891.196
1007287,2015,1145698.9,48.0,57.216
1000505,2015,761967.1,2216.75,3839.73
1000128,2015,35469.7,16.25,19.37
1010589,2015,38793.2,18.25,21.754
1007909,2015,1154624.1,4335.0,3468.124
1000325,2015,248645.3,220.5,454.748
1009951,2015,1726.3,0.75,494.084
1003513,2015,30302.9,14.25,16.986
1010590,2015,76265.9,36.0,42.912
1000261,2015,843893.6,2168.5,3725.596
1005479,2015,66071.8,31.0,36.952
1000469,2015,360796.2,167.5,199.66
1010692,2015,3021.4,1.75,2.384
1009856,2015,10398.4,5.0,449.384
1001188,2015,219625.6,108.75,145.126
1005628,2015,10763025.7,31678.775,54928.85
1010114,2015,nan,24857.0,nan
1010266,2015,nan,23093.75,nan
1006703,2015,88420.5,24801.75,7429.14
1010127,2015,nan,69281.75,nan
1006209,2015,78839.6,82104.0,4415.168
1007912,2015,284987.7,33603.25,8312.412
1005738,2015,480122.8,103446.0,10255.372
1007391,2015,nan,44031.75,nan
1000228,2015,101313.3,15505.5,1275.738
1005909,2015,186986.9,66009.0,4098.99
1000196,2015,265406.7,1323.25,5554.422
1002113,2015,249506.3,23389.0,7701.81
1001733,2015,145714.1,21131.0,6416.536
1011267,2015,nan,23989.75,nan
1002149,2015,93346.2,328.0,742.318
1006776,2015,304258.5,77241.0,5429.56
1000434,2015,132313.4,3435.5,3757.482
1007266,2015,nan,31529.25,nan
1010128,2015,nan,33182.75,nan
1010112,2015,nan,158238.25,nan
1010184,2015,nan,46033.5,nan
1006760,2015,336996.3,70698.25,9839.364
1010299,2015,nan,30301.0,nan
1006885,2015,231647.2,51418.5,1417.884
1000377,2015,nan,115698.75,nan
1006262,2015,331869.1,48435.75,5978.476
1000258,2015,87698.3,7007.75,1089.19
1004901,2015,68859.7,976.75,4344.542
1006892,2015,347250.3,64127.25,6942.804
1007226,2015,247560.6,148774.0,5158.976
1006788,2015,336992.1,15214.25,4759.06
1010606,2015,509616.0,240.25,286.378
1004886,2015,29967.7,11130.0,2897.752
1003409,2015,7548.1,4.5,5.662
1009293,2015,129288.8,2111.0,72.712
1003195,2015,396712.9,19.75,64.964
1003714,2015,68257.1,45.25,38.442
1008767,2015,29697.0,14.0,16.688
1001425,2015,588806.4,905.5,1506.986
1001154,2015,114971.7,41.0,48.872
1011082,2015,69199.3,32.0,38.144
1011257,2015,nan,19681.25,nan
1004716,2015,16.9,59153.5,nan
1001497,2015,17951.5,8.5,10.132
1000720,2015,167310.8,nan,nan
1000670,2015,8854199.0,2327.0,44367.432
1007376,2015,4690602.739677,1260.066731689,24023.272511173287
1000849,2015,9735761.0,28757.0,49862.254
1000995,2015,1694525.3,4891.25,8482.272
1001496,2015,241200.2,111.75,133.206
1002804,2015,45538.0,42122.75,25.628
1003636,2015,16851.4,7.25,1844.62
1000672,2015,1907909.4,501.25,9561.032
1000395,2015,17648.2,8.25,9.834
1001039,2015,3520815.658,945.662475,18035.6747232
1002081,2015,nan,87434.25,nan
1002832,2015,26871.2,4196.5,28.906
1002371,2015,406693.7,1407.0,2439.428
1004752,2015,nan,765632.25,7.748
1004956,2015,38074.7,18.0,21.456
1004832,2015,34089.0,16.0,19.072
1000559,2015,338917.4,157.25,187.442
1010687,2015,39003.1,46.0,86.718
1003083,2015,78039.1,3388.5,9.834
1008992,2015,32304.1,15.25,18.178
1010611,2015,30354.8,14.25,16.986
1004328,2015,nan,102668.0,nan
1004348,2015,0.0,nan,nan
1007671,2015,387.7,46753.0,44.998
1004257,2015,nan,10994.5,9.834
1006121,2015,37116.8,3316.0,34.866
1004022,2015,55125.9,26.0,30.992
1010327,2015,27359.7,11738.25,20.562
1002346,2015,29834.9,11433.25,32.482
1011313,2015,25714.7,12.25,14.602
1003624,2015,85.8,29948.75,0.298
1003615,2015,nan,41074.25,nan
1002476,2015,nan,79295.0,nan
1002587,2015,65.6,56800.0,0.298
1002559,2015,40550.2,2803.75,1402.09
1007129,2015,47365.9,112.75,206.812
1004730,2015,30385.1,14.25,16.986
1005598,2015,527407.4,3.25,8.046
1004529,2015,38035.0,95.75,164.198
1004528,2015,44646.8,80.75,134.696
1001902,2015,21363.3,10.25,12.516
1002458,2015,42080.2,19.75,24.138
1001732,2015,25958.5,37.5,61.09
1002886,2015,nan,19401.5,nan
1006614,2015,32649.8,15.25,18.774
1007968,2015,83307.0,32.75,39.038
1003567,2015,15303.8,7.25,8.642
1002907,2015,68882.7,25.5,30.396
1003348,2015,37949.8,17.5,20.86
1003349,2015,44442.7,19.5,23.244
1007128,2015,nan,42685.25,nan
1004252,2015,nan,59490.25,nan
1001985,2015,55365.9,1584.5,30.992
1005035,2015,127665.4,16.75,19.966
1005253,2015,47.0,25873.75,nan
1003494,2015,52283.0,24.75,29.502
1005675,2015,54290.2,25.5,30.396
1001375,2015,2418502.0,1121.5,1336.828
1001508,2015,7053177.6,3270.75,3898.734
1005036,2015,22209.1,10.5,12.516
1011011,2015,223541.5,3205.0,77.182
1001393,2015,525712.9,243.75,290.55
1007711,2015,9.5,191140.0,nan
1011714,2015,14896.2,7.75,11.324
1005897,2015,228993.4,37990.5,96.552
1000681,2015,113601.1,369.0,639.21
1007227,2015,19096161.5,55193.0,95695.548
1011931,2015,52433.3,1478.0,29.204
1012839,2015,34145.1,16.5,21.754
1000713,2015,248119.1,77.25,1075.482
1002334,2015,88824.2,15180.5,44.998
1001791,2015,19699.5,9.25,11.026
1003178,2015,59745.9,6712.75,34.866
1009754,2015,66826.1,31.5,37.548
1000277,2015,2113405.7,1027.5,1232.23
1004389,2015,48737.3,1374.75,24.436
1000914,2015,0.0,nan,nan
1008685,2015,90463.8,2168.0,50.66
1004014,2015,0.0,164167.75,nan
1005680,2015,nan,68206.0,nan
1000581,2015,12552783.6,36255.25,62867.57
1008994,2015,36454.3,17.25,20.562
1001192,2015,13134373.6,37938.25,65784.096
1008262,2015,3392.6,1.5,1285.572
1001203,2015,887119.3,202.5,3797.414
1000967,2015,12855855.8,37980.75,65852.636
1007788,2015,725691.9,194.25,3704.438
1001158,2015,2944370.9,1363.0,1624.696
1000918,2015,1861285.8,866.325,1039.424
1001044,2015,1882264.4,500.0,9277.634
1010604,2015,2827515.4,8168.25,14161.854
1003968,2015,61401.2,25.25,30.098
1011322,2015,28326.1,53.5,90.89
1002922,2015,60892.5,28.75,34.27
1001287,2015,256150.0,118.75,141.55
1000919,2015,2888453.8,8242.425,14272.412
1000878,2015,19035.0,10.25,15.198
1002228,2015,20804.0,34.25,56.62
1010893,2015,10194.4,159.0,367.136
1001453,2015,5656485.3,16059.75,27840.054
1001519,2015,1346434.2,3833.25,6645.996
1000937,2015,992819.7,460.25,548.618
1000340,2015,5115552.6,14719.75,25518.038
1002769,2015,28672.5,13.25,15.794
1007926,2015,13628.4,6.5,7.748
1011721,2015,49798.8,23.5,28.012
1009923,2015,0.0,nan,nan
1010832,2015,29475.3,14.0,16.688
1007744,2015,36.1,59032.25,nan
1001677,2015,58560.6,27.5,32.78
1003096,2015,97180.5,439.0,54.534
1007957,2015,32958.5,15.5,18.476
1006670,2015,948898.7,933.75,2226.06
1003420,2015,61561.1,29.0,34.568
1005095,2015,57173.6,27.5,29.8
1006418,2015,nan,2333.25,17.582
1002082,2015,52566.4,53.25,29.8
1003550,2015,33754.5,16.0,19.072
1005430,2015,19672.9,9.5,11.324
1001765,2015,119570.7,131.75,314.092
1001768,2015,122539.2,124.0,296.212
1011949,2015,89090.5,10758.5,45.296
1004753,2015,107991.7,51.0,60.792
1004011,2015,nan,212920.75,nan
1002211,2015,30745.4,14.5,17.284
1002215,2015,28475.9,14.75,18.774
1002213,2015,34657.1,16.25,19.37
1002258,2015,28524.7,13.5,16.092
1007688,2015,171.5,7865.75,nan
1003464,2015,nan,204261.0,nan
1003387,2015,81206.9,1651.25,2583.362
1006759,2015,45702.8,21.5,25.628
1005297,2015,16671.7,46.75,80.758
1002543,2015,23935.0,11.25,13.41
1004267,2015,125087.6,425.0,386.804
1005806,2015,50718.5,2181.0,28.608
1002763,2015,75943.3,5597.0,42.614
1002762,2015,113033.9,1666.5,63.474
1006156,2015,46946.2,2273.75,26.522
1002761,2015,246783.3,1351.75,138.868
1005804,2015,82477.6,1006.75,46.19
1002760,2015,124162.6,1841.75,69.732
1006118,2015,nan,6541.25,nan
1003625,2015,21.6,25214.25,nan
1007806,2015,23232.8,11.0,13.112
1005622,2015,445830.9,398.0,692.552
1006261,2015,90.0,156817.0,0.298
1004811,2015,166497.8,45.75,54.534
1009767,2015,0.0,nan,nan
1009769,2015,15070.0,10327.0,8.344
1009770,2015,0.0,nan,nan
1009772,2015,14082.1,12711.5,7.748
1009774,2015,20728.3,15956.5,10.132
1009775,2015,73534.6,8208.0,40.528
1009776,2015,25562.7,20882.5,13.708
1001268,2015,334205.9,155.5,186.548
1004037,2015,nan,198300.75,151.086
1002011,2015,135854.6,98.5,158.238
1000869,2015,546021.4,802.5,1472.418
1002185,2015,65809.4,31.0,36.952
1002013,2015,40520.2,19.0,22.648
1006061,2015,88580.6,41.75,49.766
1006052,2015,101570.9,47.75,56.918
1002179,2015,77476.4,36.5,43.508
1002187,2015,53158.4,25.0,29.8
1006065,2015,151300.2,71.25,84.93
1007971,2015,35419.5,17.25,21.158
1006300,2015,6.1,133412.25,nan
1007822,2015,175.6,1927.25,0.298
1007674,2015,161.5,295446.75,271.776
1000643,2015,2225.9,1.0,1.788
1004741,2015,10.4,15585.0,nan
1002802,2015,1696664.1,827.75,1076.376
1004109,2015,59089.3,3797.75,9.536
1008430,2015,16314.1,5426.25,9.238
1005467,2015,36798.4,17.25,20.562
1005523,2015,32097.4,15.0,17.88
1011892,2015,22462.0,11498.75,12.516
1011019,2015,23738.0,15481.25,13.112
1003897,2015,40738.0,5230.0,22.946
1002923,2015,50905.7,4838.25,28.608
1008429,2015,28479.9,14649.25,16.092
1003452,2015,27400.2,2362.75,15.496
1005919,2015,52573.2,22.25,26.522
1002636,2015,65526.7,27.75,33.078
1003232,2015,nan,62861.75,nan
1002407,2015,1546641.0,321.75,806.984
1006575,2015,470730.6,80.5,623.714
1006037,2015,494773.3,103.25,11541.54
1007997,2015,1060117.6,1357.25,2294.302
1002144,2015,16113.9,7.5,8.94
1002142,2015,16010.4,7.5,8.94
1006018,2015,53350.9,25.25,30.098
1005866,2015,30518.8,14.5,17.284
1000032,2015,257750.5,423.75,715.2
1005431,2015,169493.1,3667.25,67.05
1011252,2015,72916.9,34.25,40.826
1003449,2015,24041.3,11.25,13.708
1003527,2015,18033.9,8.75,10.43
1002056,2015,117734.2,56.75,68.838
1001313,2015,1250.5,0.5,0.596
1000182,2015,23426.7,10.75,12.814
1000975,2015,224452.6,648.75,1124.652
1000968,2015,533609.8,1542.25,2673.954
1001595,2015,nan,36294.0,nan
1011811,2015,120710.9,2031.75,68.54
1001584,2015,0.0,nan,nan
1010618,2015,22723.0,10.75,12.814
1010601,2015,nan,23113.5,nan
1000747,2015,387254.1,180.75,216.944
1011381,2015,nan,90311.75,nan
1004837,2015,28096.6,1474.0,8.046
1000216,2015,nan,68548.0,nan
1005861,2015,44097.0,20.75,24.734
1001179,2015,142505.4,66.5,80.162
1000657,2015,797964.3,381.25,478.588
1011012,2015,107839.5,10090.25,54.832
1005234,2015,684939.7,21470.0,2663.524
1008830,2015,14455.3,1680.75,8.046
1011274,2015,28523.1,6549.75,17.284
1008263,2015,17670.9,8.25,9.834
1004186,2015,1206053.7,568.25,677.354
1004001,2015,475024.7,220.0,262.24
1000365,2015,nan,102365.25,nan
1003410,2015,91006.1,1633.75,2555.35
1006807,2015,nan,23765.5,nan
1000883,2015,9050033.7,26692.75,46292.512
1005181,2015,154370.4,43333.25,87.91
1011199,2015,25650.6,12.0,14.304
1011437,2015,44898.1,21.25,25.33
1001010,2015,3388151.4,9975.25,17296.218
1004399,2015,nan,263430.0,nan
1001520,2015,5225196.0,15084.75,26153.076
1004709,2015,50260.1,2580.75,22.35
1012041,2015,29330.3,4578.25,11.622
1002521,2015,215939.7,61106.0,120.988
1001944,2015,72591.7,3875.75,62.878
1011716,2015,nan,13564.0,nan
1003016,2015,33225.6,15.5,18.476
1005871,2015,4338378.5,12676.925,21978.99
1007209,2015,848.4,0.25,0.298
1007817,2015,nan,87060.75,nan
1001314,2015,1117596.7,518.5,618.052
1000076,2015,17529.9,8.25,9.834
1002640,2015,19957.2,8.25,9.834
1000092,2015,101938.6,65.5,118.008
1011446,2015,23088.609,10.875,13.112
1003516,2015,17.8,73084.75,nan
1000934,2015,72947.9,33.5,39.932
1007046,2015,561171.0,104.0,202863.202
1011785,2015,nan,24673.0,nan
1010030,2015,34480.4,3084.5,8.94
1004632,2015,58645.1,12815.75,39.634
1004588,2015,31759.8,15.0,17.88
1001632,2015,34283.7,16.25,19.37
1000336,2015,43527.3,20.5,24.436
1004737,2015,68624.3,33.0,40.826
1006143,2015,106.1,7252.5,nan
1005445,2015,34076.2,16.0,19.072
1006574,2015,943797.3,2026.0,3471.402
1011249,2015,24339.7,11.5,13.708
1002542,2015,51362.5,24.0,28.608
1003315,2015,166960.8,5965.5,81.056
1000853,2015,3727636.1,11013.25,19095.244
1000241,2015,352320.0,163.5,194.892
1002591,2015,96227.2,45.25,53.938
1005097,2015,52.5,63783.25,0.298
1000828,2015,1677398.3,781.5,939.296
1011214,2015,27800.7,646.25,2358.67
1000536,2015,48.5,41788.25,nan
1002068,2015,71219.2882,921.875,39.9916
1004056,2015,71.5,40571.75,0.298
1005882,2015,17944.5,16301.75,10.132
1002132,2015,nan,107965.75,nan
1002352,2015,32945.812,15.525,18.476
1005360,2015,992810.6,1192.5,2068.418
1005639,2015,323264.7,598.75,999.194
1007766,2015,405704.1,190.75,438.06
1006255,2015,172257.7,65665.0,80.758
1002208,2015,23.4,14932.5,nan
1007283,2015,255257.9,17.75,21.158
1000176,2015,nan,51601.75,nan
1005878,2015,nan,67211.0,nan
1004093,2015,nan,27412.25,nan
1003588,2015,nan,9682.5,74.798
1007649,2015,2777.2,25156.25,95.658
1002134,2015,nan,54280.5,nan
1000607,2015,36763.4,17.25,20.562
1000609,2015,32518.6,15.25,18.178
1000611,2015,48112.5,22.75,27.118
1005651,2015,51560.9,24.25,28.906
1000606,2015,61691.3,13129.75,34.568
1000610,2015,35676.1,2505.75,52.746
1003319,2015,44010.5,9261.0,27.118
1007841,2015,381.2,45933.5,nan
1002391,2015,68.7,35094.0,nan
1006349,2015,nan,16487.25,nan
1007047,2015,nan,22358.5,nan
1008115,2015,nan,189918.5,nan
1003593,2015,40941.2,19.25,22.946
1002874,2015,53154.3,25.0,29.8
1004679,2015,nan,83093.75,nan
1002090,2015,21.8,19945.75,nan
1004887,2015,nan,70530.0,nan
1006749,2015,50.3,66556.5,nan
1004234,2015,142624.6,39.25,46.786
1005928,2015,42.8,142325.25,nan
1002224,2015,nan,34309.75,nan
1010735,2015,115588.0,18902.25,23.244
1000595,2015,204356.2,94.75,112.942
1001577,2015,52842.4,25.0,29.8
1007586,2015,226.9,18913.0,0.596
1002341,2015,nan,110466.25,nan
1004993,2015,nan,79804.0,nan
1001905,2015,74090.7,47.25,79.566
1007773,2015,15729.6,7.5,8.94
1007584,2015,807.6,22770.0,nan
1007137,2015,40752.5,19.25,22.946
1008025,2015,77136.3,3989.5,4803.76
1006421,2015,81.1,22522.75,0.298
1003627,2015,64.3,40816.25,nan
1002557,2015,nan,107213.75,nan
1002268,2015,201453.0,4817.0,7538.208
1002990,2015,nan,74792.0,nan
1002546,2015,6.6,62089.0,nan
1005352,2015,493844.5,469.0,742.02
1006136,2015,312009.6,32.75,57.514
1006234,2015,560838.0,508.25,874.332
1002049,2015,132122.6,131.75,219.924
1003891,2015,494974.7,712.75,1232.826
1002787,2015,1820400.4,1783.5,3061.95
1005742,2015,785716.6,1.0,2.682
1002976,2015,19657.6,9.25,11.026
1002566,2015,560214.0,154.25,294.424
1004612,2015,279381.4,653.0,1129.718
1000198,2015,102022.5,57.5,89.4
1007023,2015,22.2,39332.0,nan
1005220,2015,23698.8,11.25,13.41
1005365,2015,nan,77127.25,nan
1006911,2015,719921.1,224.5,390.38
1002620,2015,1038558.8,967.0,1674.462
1002601,2015,84984.0,12.25,14.602
1002405,2015,182705.7,16.0,19.072
1002549,2015,757334.5,828.5,1436.36
1006336,2015,128669.3,191.5,331.972
1002553,2015,569725.0,268.0,1362.158
1005122,2015,63555.5,24.5,29.204
1007812,2015,237.5,158083.75,120.094
1004469,2015,22850.5,24.75,58.706
1005641,2015,283738.3,4135.0,88.208
1005461,2015,nan,45034.0,nan
1002114,2015,27491.0,13.0,15.496
1004668,2015,75387.9,70.5,42.316
1003737,2015,88348.1,645.5,49.766
1003049,2015,601476.8,nan,nan
1008002,2015,81020.7,1.25,1.49
1005941,2015,476351.7,nan,nan
1006684,2015,nan,20522.75,nan
1005288,2015,262749.5,12.25,17.284
1006856,2015,58317.9,27.5,32.78
1007861,2015,540309.7,1446.75,1379.144
1006302,2015,9.8,72376.25,nan
1004543,2015,87.1,37738.0,nan
1002995,2015,164619.7,77.5,92.38
1006229,2015,nan,12596.25,nan
1006860,2015,64224.4,30.25,36.058
1002249,2015,nan,138336.25,nan
1006066,2015,16343.2,7.75,9.238
1000072,2015,26421.7,12.5,14.9
1010767,2015,644700.2,299.0,356.408
1002771,2015,165207.0,77.75,92.678
1000064,2015,51589.9,67.5,154.364
1004289,2015,464640.7,675.75,1162.796
1006112,2015,829522.5,576.0,991.446
1005302,2015,1107214.4,1097.0,1841.938
1003258,2015,28908.2,2.0,2.384
1006795,2015,45681.6,698.5,23.244
1006107,2015,nan,113136.0,nan
1007969,2015,33.3,134898.25,nan
1002247,2015,46264.5,21.75,26.224
1007147,2015,98245.9,302.25,387.698
1002490,2015,nan,22403.25,nan
1003855,2015,167253.6,135.75,94.168
1002988,2015,86084.5,40.5,48.276
1004127,2015,258824.7,48.25,58.11
1006955,2015,108239.8,51.0,60.792
1005362,2015,34535.0,16.25,19.37
1005287,2015,3401.7,1.5,1.788
1000135,2015,136564.9,61.5,73.308
1006602,2015,5630.5,2.75,3.278
1000619,2015,30803.7,14.5,17.284
1000618,2015,31072.8,15.0,18.178
1000620,2015,109070.4,51.5,61.388
1002355,2015,109034.5981,3117.2925,43.8656
1004714,2015,151067.8,71.0,84.632
1001214,2015,61728.7,29.0,34.568
1004907,2015,8714.6,11.25,18.178
1002286,2015,39174.3,663.5,33.674
1006175,2015,27258.9,12.75,15.198
1005280,2015,11.1,37421.25,nan
1004310,2015,nan,12700.0,nan
1007562,2015,407423.0,312.75,631.164
1004807,2015,2679.0,nan,nan
1002072,2015,1147307.0,nan,nan
