Symbol,market_cap,pe_ratio,peg_ratio,eps_ratio,pb_ratio,ps_ratio,curr_ratio,ebit_ratio,roe_ratio
MKGI,56759171.00,,,-1.121,2.3137255,1145.1013,,,
MKL,16472088655.00,6.0552197,0.56,198.153,1.3137128,1.342151,,,
MKSI,9883357544.00,24.249416,1.24,7.281,3.9514794,3.9280376,,,
MKTX,16470055772.00,56.83875,6.67,8,17.47809,24.134779,,,
MKTY,100615839.00,58.958336,,0.144,15.521024,10.396722,,,
MLHR,2979711781.00,,0.26,-0.134,3.338423,1.2241547,,,
MLM,22396673067.00,28.180922,2.39,12.171,3.612931,4.793168,,,
MLND,26088957.00,,,-1.726,1.740458,,,,
MMAC,155421004.00,47.326393,,0.576,0.55866385,4.565247,,,
MMC,69882457271.00,31.645714,2.02,4.375,7.4664297,3.987667,,,
MMD,622802167.00,19.041634,,1.273,1.1693199,18.340816,,,
MMLP,118348388.00,,-2.01,-0.33,,0.18991837,,,
MMM,117523309905.00,20.563854,2.59,9.772,8.465687,3.5341532,,,
MMP,11621870677.00,15.918061,1.57,3.344,5.173989,5.1539454,,,
MMSI,3401835003.00,793.7333,2.57,0.075,3.409117,3.439231,,,
MN,141030023.00,13.654486,,0.602,1.6734527,1.0737642,,,
MNKD,1016562004.00,,-0.64,-0.263,,16.261208,,,
MNPR,61734277.00,,,-0.421,12.154417,,,,
MNRO,2101008237.00,59.896347,1.93,1.013,2.7103994,1.8052268,,,
MNST,49283141113.00,33.74631,2.51,2.712,8.858774,10.119326,,,
MO,92346834903.00,20.62634,2.36,2.331,30.5658,4.303689,,,
MOD,896754494.00,,1.11,-4.11,2.5480912,0.49160033,,,
MODN,1200034696.00,,1.61,-0.628,10.005791,7.0789266,,,
MODV,2263800231.00,,2.47,,,1.5707238,,,
MOH,14503640000.00,19.76937,1.34,12.184,6.4982324,0.6903277,,,
MORF,2149684825.00,,,-1.576,6.186092,53.672363,,,
MORN,9955738011.00,39.817013,,5.902,7.6375575,6.920599,,,
MOS,13273506196.00,12.133037,1.63,2.691,1.2880702,1.350661,,,
MOSY,45090185.00,,,-1.086,3.4977827,7.9161716,,,
MOV,710740691.00,14.795312,0.77,2.048,1.6595904,1.2395182,,,
MPAA,456969882.00,39.15385,0.46,0.65,1.6183392,0.9261194,,,
MPC,41515053460.00,,-3.13,-1.285,1.910801,0.5861604,,,
MPLX,30504886551.00,12.371052,0.28,2.501,2.6596751,3.7047756,,,
MPW,12728648000.00,22.47614,-0.73,0.943,1.522848,9.29457,,,
MPWR,15579694540.00,93.41669,2.04,3.679,15.386819,16.851618,,,
MPX,539143016.00,25.813953,,0.688,6.804598,2.3302815,,,
MQ,16183104899.00,,,,,45.41887,,,
MRAM,122190319.00,,-4.09,-0.38,6.6420274,2.8724627,,,
MRBK,165150678.00,4.98922,0.69,5.566,1.170298,1.1398817,,,
MRK,187473601271.00,27.667028,1.37,2.769,7.196806,4.039842,,,
MRKR,266474712.00,,,-0.625,3.7342496,579.76434,,,
MRNA,87308202440.00,131.46112,0.42,1.492,20.493156,28.822956,,,
MRNS,648130519.00,,-0.24,-2.45,5.6642427,178.20056,,,
MRO,10529724508.00,,-0.58,-1.654,1.0087136,3.2914002,,,
MRTX,8656311084.00,,0.07,-8.666,6.9140086,663.96686,,,
MRVI,10821700722.00,,-7.64,,,29.7642,,,
MS,172420774753.00,11.916285,2.51,7.645,1.7283576,3.101948,,,
MSB,489638773.00,21.485426,,1.784,30.517517,19.378752,,,
MSCI,38394941652.00,64.36685,3.31,7.747,,23.391724,,,
MSEX,1521500117.00,39.97195,12.79,2.139,4.283782,10.452976,,,
MSFT,1909931990388.00,35.074955,2.01,7.338,14.416624,12.11782,,,
MSGN,887673649.00,5.0841427,1.09,3.09,,1.4145741,,,
MSI,35480906287.00,36.514015,1.69,5.743,,4.7237625,,,
MSP,4335091434.00,,0.62,,,8.132152,,,
MSTR,4999391753.00,,11.94,-12.314,16.36102,12.133197,,,
MTB,20283542657.00,13.718039,0.85,11.342,1.3172755,3.699648,,,
MTBC,123271139.00,,,-1.725,1.0865331,0.9951094,,,
MTCH,38316831460.00,77.694786,-13.68,1.861,,15.543098,,,
MTCR,108599159.00,,,,,,,,
MTDR,3908692971.00,,0.84,-5.672,2.8803368,4.304727,,,
MTEM,507655533.00,,-2.09,-2.223,4.5289855,25.960222,,,
MTEX,52964398.00,9.669357,,2.601,1.9697682,0.33889207,,,
MTH,3838428136.00,7.5425596,0.62,12.62,1.4545707,0.76898015,,,
MTN,12894304105.00,113.20922,1.83,2.82,7.2194204,7.217359,,,
MTNB,171006113.00,,,-0.116,2.987013,980.5666,,,
MTR,11088361.00,55.879627,,0.108,4.3479824,22.866947,,,
MTSI,4107802072.00,,2.01,-0.024,9.57181,6.75983,,,
MTW,907277469.00,,-2.51,-0.418,1.4897935,0.6421895,,,
MTZ,8967149639.00,22.690386,2.05,4.806,3.788958,1.213158,,,
MU,88210548028.00,28.623755,0.26,2.812,2.2189448,3.8404925,,,
MUDS,466468750.00,,,,90.55555,,,,
MUR,3623763588.00,,2.35,-6.638,0.96741307,2.1844907,,,
MVIS,3356473986.00,,-9.38,-0.102,47.418602,1533.6387,,,
MVO,78890000.00,18.536585,,0.41,9.145608,15.357474,,,
MWA,2297038494.00,30.585775,2.48,0.478,3.4611742,2.320667,,,
MXIM,27636089089.00,35.47372,1.45,2.892,12.810938,11.2005625,,,
MXL,2844766173.00,,0.7,-1.079,7.2106776,4.847146,,,
MYGN,2252228966.00,,20.01,-0.405,2.5712032,3.71399,,,
MYMD,165960167.00,,,,,,,,
MYOV,2173571405.00,,,-2.834,,32.834023,,,
NAOV,8929946.00,,,-0.573,5.162069,35.384384,,,
NARI,4430068759.00,,8.26,,,26.681282,,,
NATH,287469289.00,26.751442,,2.949,,4.095721,,,
NAVB,55728791.00,,,-0.452,3.975155,63.15032,,,
NAVI,3428703686.00,4.2172046,0.51,4.65,1.2927682,1.632012,,,
NBEV,339989401.00,,,-0.426,2.0169084,1.0021733,,,
NBHC,1225433562.00,12.421412,1.41,3.213,1.4734005,3.7284222,,,
NBIX,9305216434.00,23.940615,1.46,4.092,7.678711,8.859957,,,
NBTB,1674475789.00,13.139954,2.44,3.051,1.4617516,3.8968904,,,
NBY,30894907.00,,,-0.285,2.8007603,3.1368585,,,
NC,194973464.00,10.326877,,2.478,0.5914028,1.2679737,,,
NCLH,12082012923.00,,0.18,-12.346,2.6607792,322.4088,,,
NCMI,412259342.00,,2.41,-1.039,,13.4898615,,,
NCNO,5845373783.00,,-18.22,,,26.875626,,,
NCR,6284509000.00,,3.52,-0.79,5.504051,0.967713,,,
NCV,529589114.00,3.6016948,,1.652,0.92076755,13.2983465,,,
NDAQ,27751464477.00,28.837399,2.65,6.15,4.6001606,4.910883,,,
NDLS,585155361.00,,2.68,-0.439,20.436186,1.3967768,,,
NDP,39208976.00,,,,,,,,
NDRA,95847199.00,,,-0.434,4.988345,,,,
NDSN,12910370278.00,42.614914,2.16,5.243,6.6522756,5.8649807,,,
NEE,142106694597.00,34.123226,3.86,2.11,3.7783375,8.25391,,,
NEM,56073324321.00,21.910889,2.25,3.187,2.4185226,4.74594,,,
NEO,5023677803.00,,-12.31,-0.098,5.9378037,11.110753,,,
NEOG,13559572023.00,78.75648,13.83,0.579,6.0421357,10.880589,,,
NEP,5482489515.00,14.142116,0.47,5.193,2.273051,5.8607364,,,
NERV,127737482.00,23.070866,,0.127,2.7589455,3.0400112,,,
NET,27996722101.00,,,-0.723,40.04177,62.93656,,,
NETE,57145637.00,,,-0.874,12.055215,0.8339297,,,
NEU,3682787898.00,14.318426,,23.321,4.5031223,1.808182,,,
NEWR,4205314455.00,,-4.93,-3.154,10.708455,6.6436367,,,
NEWT,837586607.00,10.831562,2.87,3.295,2.1918564,7.2315187,,,
NEX,1010823361.00,,0.08,,,1.5211626,,,
NEXT,534020839.00,,-11.87,-0.286,9.593302,,,,
NFE,8253473661.00,,,-1.467,26.065071,16.787247,,,
NFLX,215409483176.00,59.323494,1.09,8.263,16.868784,8.235625,,,
NGAC,465468750.00,,,,,,,,
NGCA,467243616.00,,,,,,,,
NGL,295474181.00,,-5.55,-5.684,0.512792,0.057148054,,,
NGM,1358601154.00,,,-1.57,3.7651587,17.811464,,,
NGS,149720923.00,,-3.87,-0.201,0.56320864,2.1102786,,,
NH,300656458.00,,,-0.857,,4.2249484,,,
NHI,3078409217.00,18.529163,2.14,3.549,1.9425162,9.2169895,,,
NI,10048600719.00,66.52742,5.4,0.383,1.9779537,2.1622937,,,
NICK,86317000.00,9.601386,,1.154,0.75451136,2.1218662,,,
NINE,74633223.00,,0.02,-2.898,6.3534675,0.38577858,,,
NKE,208302859036.00,61.683033,1.03,2.139,17.473183,5.413594,,,
NKLA,6888437287.00,,-0.7,,,170473.17,,,
NKTR,3064614273.00,,0.99,-2.388,3.1818185,25.120321,,,
NKTX,806121828.00,,,,,,,,
NL,366405270.00,14.540525,,0.533,1.1640283,3.2003355,,,
NLOK,16586425341.00,,0.84,,,6.3530235,,,
NLS,534065612.00,5.9858894,1,2.693,2.7001677,0.7445529,,,
NLY,13341731432.00,3.002577,-2.46,3.104,1.0411081,2.0183678,,,
NMFC,1324598039.00,4.6565695,6.99,2.839,1.0287137,4.7882123,,,
NMIH,2173381664.00,12.132608,0.39,2.021,1.5206202,4.7612896,,,
NMRK,2330333720.00,25.075188,0.8,0.532,3.5697083,1.3236692,,,
NMTR,359462383.00,,,,,,,,
NNBR,314800508.00,2.8140614,1.68,2.802,1.4459931,0.7750364,,,
NNI,2885134854.00,5.937336,-1.53,13.341,1.108685,2.4413714,,,
NNN,8714058379.00,41.87983,3.18,1.165,2.1726933,12.874362,,,
NNVC,45099600.00,,,-0.854,1.468254,,,,
NOC,59974146101.00,13.706867,2.38,27.155,5.6922417,1.6046522,,,
NOG,1174233640.00,,0.95,-29.815,,3.6541271,,,
NOV,6715157089.00,,-1.56,-1.593,1.3370752,1.2451029,,,
NOVA,3378138822.00,,-0.08,-9.366,4.459188,21.624813,,,
NOVN,134412535.00,,,-2.525,253.6107,47.604355,,,
NOW,91756054039.00,669.9737,4.91,0.76,33.10448,20.800022,,,
NPTN,544608425.00,,-2.25,-0.427,3.2606735,1.6624855,,,
NR,357474034.00,,-0.61,-0.817,0.7263098,0.7443575,,,
NRBO,70947782.00,,,,,,,,
NRG,8975127823.00,29.824,0.45,1.25,6.012903,0.6016768,,,
NRP,253201773.00,,,-10.644,1.2335781,1.8974559,,,
NRT,55694975.00,21.458334,,0.288,268.69565,16.194843,,,
NRXP,847634850.00,,,,,,,,
NRZ,5184451092.00,10.94,-1.34,1,0.9634522,2.2756317,,,
NS,2178478505.00,,0.45,-1.415,4.828183,1.4747758,,,
NSC,68505978624.00,30.048716,1.5,9.032,4.6380477,6.9280224,,,
NSIT,3708715710.00,20.043154,2.03,5.098,2.6092286,0.43018878,,,
NSP,3525612180.00,24.985899,1.43,3.546,46.53361,0.7887487,,,
NSSC,635865061.00,80.9885,29.97,0.435,7.342643,6.3625283,,,
NSTG,2605912412.00,,,-2.419,11.716389,22.642378,,,
NTAP,18255520065.00,25.916409,1.76,3.23,27.125729,3.2440684,,,
NTGR,1219572794.00,14.665203,0.22,2.733,1.7017664,0.90912,,,
NTLA,5481593807.00,,-1.05,-2.471,9.854495,104.81709,,,
NTNX,7320138862.00,,0.43,-4.236,,5.9599667,,,
NTRA,9169920567.00,,,-3.111,24.352112,20.305204,,,
NTWK,55289665.00,54.26966,,0.089,1.0181282,1.0278454,,,
NUAN,16919885132.00,4555,13.32,0.012,13.911937,11.27425,,,
NUE,32192449411.00,18.555513,0.63,5.386,2.6125371,1.3888912,,,
NURO,12968895.00,,,-0.42,2.6406927,1.8909028,,,
NUS,3124643522.00,14.033713,1.88,4.212,3.4049537,1.079195,,,
NUVB,2816391712.00,,,,,,,,
NUWE,29132800.00,,,,,3.5411003,,,
NVAX,15533157353.00,,,-9.506,12.560759,14.202401,,,
NVDA,432567590000.00,84.20921,1.47,8.46,23.640615,23.048992,,,
NVIV,26849863.00,,,-0.633,0.90268457,,,,
NVR,17432467203.00,18.805079,3.19,248.326,5.57892,2.1184275,,,
NVTA,6099033145.00,,-1.9,-3.876,2.5043635,18.8766,,,
NWL,11895641000.00,19.210526,4.02,1.406,2.995453,1.1737359,,,
NWS,14923904982.00,,,-0.096,1.8044734,1.7324198,,,
NWSA,15674235913.00,,0.8,-0.096,1.8971862,1.7336982,,,
NX,906085334.00,19.454288,1.15,1.411,2.4078948,1.0432714,,,
NXC,103159568.00,28.95134,,0.598,1.0966555,29.957653,,,
NXGN,1160309760.00,117.28571,3.2,0.14,2.551274,1.9766717,,,
NXR,239147276.00,30.340029,,0.647,1.1814625,31.514044,,,
NXST,6294061554.00,7.709087,0.17,18.521,2.3804603,1.3525182,,,
NXTC,227229172.00,,0.15,-2.282,0.813804,,,,
NXTD,48188625.00,,,-0.267,2.9394813,5.364081,,,
NYCB,5548211731.00,10.594595,-0.51,1.11,0.86905116,4.6086063,,,
NYMT,1828093469.00,5.742092,1.45,0.822,0.99222195,4.3237023,,,
NYT,7033374015.00,62.67188,13.77,0.64,4.9758096,3.7521608,,,
O,26508464897.00,73.19161,8.71,0.966,2.28946,15.720894,,,
OAS,1837000000.00,36.213276,1.36,2.757,2.3197563,2.0007648,,,
OBLN,36478508.00,,,-1.376,3.0257936,37.82906,,,
OC,10681246964.00,13.994632,1.42,6.893,2.561403,1.3674754,,,
OCC,25395957.00,,,-0.77,2.1762886,0.52768666,,,
OCDX,4930866186.00,,0.65,,,2.568819,,,
OCGN,1845507642.00,,,,,29115.756,,,
OCN,297822868.00,,,-0.709,0.68641603,0.33046454,,,
OCSL,1230059715.00,2.7561984,2.07,2.42,0.9407616,7.6068006,,,
OCUL,1135225927.00,,,-2.323,12.212066,46.045464,,,
OCUP,59847122.00,,,,,,,,
OCX,444677067.00,,,-0.37,4.5454545,210.66876,,,
ODFL,28964493878.00,40.235893,1.64,6.274,9.171299,7.073799,,,
ODP,2735748715.00,,0.72,-5.902,1.3725874,0.2877026,,,
ODT,145171801.00,,,-3.76,1.3784279,,,,
OEG,272592503.00,,-0.26,,,6.3332424,,,
OESX,186994787.00,53.392857,0.88,0.112,5.1418743,1.7179304,,,
OFED,141577896.00,36.666664,,0.72,1.6783217,8.751818,,,
OGE,6901998865.00,19.035658,4.04,1.851,1.956196,2.1234138,,,
OGEN,92406538.00,,,-0.374,2.4602077,,,,
OHI,8795392064.00,37.35206,1.21,0.997,2.198477,9.598694,,,
OI,3024016734.00,28.697018,0.5,0.637,18.502026,0.47871166,,,
OII,1684820417.00,,2.08,-1.395,3.2542312,1.0207359,,,
OIS,446739183.00,,1.31,-1.321,0.68044865,0.9158876,,,
OKE,24433225608.00,21.422497,1.71,2.587,4.0496893,2.5719812,,,
OKTA,33236199235.00,,12739,-2.459,43.34369,37.80953,,,
OLED,10148231817.00,68.57189,1.57,3.081,10.5772505,22.102587,,,
OLLI,5630155891.00,21.877653,3.75,4.005,4.1390715,2.9918387,,,
OLMA,1111094953.00,,,,,,,,
OLN,7699468377.00,,3.39,-4.088,4.474993,1.2162753,,,
OM,2140433798.00,,0.21,,,33.809746,,,
OMC,17965696802.00,18.301552,1.43,4.51,5.528466,1.3458153,,,
OMER,999747055.00,,-0.11,-2.439,,13.105765,,,
OMI,3483853260.00,28.280787,0.45,1.681,4.540592,0.411391,,,
OMIC,1783445577.00,,,,,,,,
OMP,1325590557.00,14.092041,0.31,2.412,5.3688207,4.8384995,,,
ON,15901781644.00,47.44275,2.33,0.786,4.313975,2.916965,,,
ONB,3114117734.00,10.808438,1.86,1.754,1.0541593,3.8286536,,,
ONCT,271033312.00,,,-0.584,4.5932207,75.480194,,,
ONDS,221377932.00,,,-0.623,14.845736,69.74332,,,
ONEM,4687838922.00,,0.92,-2.763,,10.559489,,,
ONTO,3561749997.00,,1.58,,,6.1374235,,,
ONTX,117725783.00,,,-1.969,3.2484076,513.7187,,,
ONVO,58858276.00,,,-2.561,2.836077,,,,
OPCH,3776365866.00,,4.84,,,1.2247134,,,
OPEN,10155875305.00,,,,,4.789528,,,
OPGN,87638834.00,,,-1.74,1.911804,19.880999,,,
OPHC,14465237.00,,,-0.045,0.78784865,3.1875396,,,
OPI,1509948938.00,43.304348,15.41,0.69,0.8906641,2.4783003,,,
OPK,2612098013.00,19.20635,3.21,0.189,1.4336493,1.4141699,,,
OPP,219092814.00,,,,,,,,
OPTN,188018512.00,,-0.03,-1.938,,3.3825297,,,
OPTT,130013688.00,,,-0.548,1.6354233,111.68318,,,
OPY,615891123.00,4.7224126,,11.672,0.9715172,0.52759296,,,
ORA,3932903538.00,49.729343,3.34,1.404,2.1517503,5.751825,,,
ORBC,897717830.00,,-4.21,-0.479,4.548751,3.652761,,,
ORC,538234583.00,6.3873158,,0.883,1.1421628,7.9865923,,,
ORCL,243716378200.00,16.940659,1.51,4.55,36.862743,5.490829,,,
ORGO,1932249269.00,43.135136,1.53,0.37,12.996742,5.397684,,,
ORI,7987493306.00,4.661047,1.04,5.576,1.2034636,0.904471,,,
ORIC,719245834.00,,,,,,,,
ORLY,36832759135.00,19.782322,1.92,26.645,,3.009385,,,
ORN,178444888.00,9.621711,-1.64,0.608,1.1069063,0.2557166,,,
OSAT,25363629.00,,,-14.805,0.658255,4.9066105,,,
OSG,190231396.00,,,-0.128,0.5583393,0.50929034,,,
OSH,13943705020.00,,-0.42,,,13.914973,,,
OSK,8875597826.00,24.635828,0.74,5.08,2.8451588,1.2572147,,,
OSS,111802907.00,87.31343,,0.067,2.777778,2.0883837,,,
OSTK,3925211195.00,45.773994,0.94,1.938,10.483337,1.3292873,,,
OSUR,698732066.00,,1.6,-0.055,1.6743939,3.4016705,,,
OTIC,134184878.00,,-0.15,-0.977,2.1311474,688.9,,,
OTLK,451375098.00,,,-0.334,21.848738,,,,
OTRK,666953631.00,,-0.66,,,6.115865,,,
OUST,2063320840.00,,,,,77.47327,,,
OVID,301064261.00,2.5385053,,1.753,1.3641937,1.3653505,,,
OVLY,153577882.00,9.994681,,1.88,1.1599482,3.0969071,,,
OWL,539687500.00,,,,,,,,
OXLC,780948000.00,2.5571728,,2.886,1.2432615,5.9865065,,,
OXM,1657684186.00,,1.83,-0.027,4.1138606,2.0977278,,,
OXY,26462419720.00,,7.11,-14.866,3.3387995,1.7288264,,,
OYST,477471560.00,,,-21.217,,,,,
OZK,5684008367.00,12.432025,0.89,3.31,1.2178159,5.521535,,,
PAA,8722434632.00,18.38906,-0.36,0.658,1.1419405,0.37330705,,,
PACB,5762733936.00,,29.75,-0.339,19.717316,59.96843,,,
PACW,5319257972.00,14.850135,1.02,2.936,1.3950214,5.1473694,,,
PACX,499603125.00,,,,,,,,
PAE,824684260.00,,0.15,,,0.2941602,,,
PAG,6386958943.00,9.678729,1.01,8.373,1.891955,0.30884776,,,
PALI,28697017.00,,,,,,,,
PANL,187071668.00,9.122486,,0.547,1.2003849,0.55263597,,,
PANW,34319571498.00,,2.4,-4.564,35.504982,8.878809,,,
PAR,1717480813.00,,-3.15,-1.695,8.146503,8.00618,,,
PARR,945487309.00,,0.2,-4.658,3.5904138,0.35303104,,,
PASG,758923425.00,,,,,,,,
PATK,1963151052.00,14.832365,1.27,5.339,3.16254,0.6851035,,,
PAVM,485601863.00,,,-0.536,10.392491,,,,
PAYS,175214915.00,,,-0.252,13.632652,8.556975,,,
PAYX,37326095843.00,35.400684,6.71,2.92,12.513014,9.447945,,,
PBCT,7843167373.00,35.686653,0.98,0.517,1.0588844,4.0721,,,
PBF,1990197443.00,,-3.86,-3.178,1.2888024,0.14026217,,,
PBI,1605760950.00,,-1.54,-0.027,80.590904,0.42356208,,,
PBPB,225130228.00,,-2.33,-2.728,35.79399,0.82781655,,,
PBT,210205670.00,36.734695,,0.147,675,31.792692,,,
PBYI,468198226.00,,-0.32,-0.672,27.57353,1.6689994,,,
PCAR,32143210798.00,22.991875,0.63,4.061,3.0229547,1.6697638,,,
PCF,93455549.00,161.31148,,0.061,1.1377038,30.421999,,,
PCG,20406886627.00,,4.63,-0.968,0.9611951,1.2189299,,,
PCH,3711459458.00,11.305001,1.73,4.659,2.3898544,2.976724,,,
PCRX,2683791798.00,18.263157,0.65,3.325,4.101378,6.0350084,,,
PCSA,106167853.00,,,-2.075,3.3598316,,,,
PCT,2322342271.00,,,,,,,,
PCTI,126624894.00,37.46032,3.1,0.189,1.8442303,1.6927286,,,
PCVX,1202262282.00,,-1.04,,,,,,
PCYG,114032893.00,38.49315,1.54,0.146,2.4371204,4.9332414,,,
PDAC,421125000.00,,,,,,,,
PDCE,4603279172.00,,0.25,-2.693,1.8795347,3.9419448,,,
PDCO,3422811700.00,,1.36,-5.055,3.5874808,0.599347,,,
PDFS,646271080.00,,-17.44,-1.335,2.8786886,7.1193495,,,
PDI,2050352071.00,,,,,,,,
PDSB,263551828.00,,-0.09,-0.707,8.409507,,,,
PEB,3165070865.00,,-1.02,-4.491,0.94359285,11.090636,,,
PED,118397788.00,,,-0.377,1.5083799,14.698309,,,
PEG,30899974428.00,14.71875,9.15,4.16,1.8959004,3.187163,,,
PEI,251253921.00,,,-4.093,2.2943723,0.86137587,,,
PENN,12880767015.00,381.66504,0.28,0.209,4.549592,3.3370876,,,
PEP,201856327670.00,27.339874,2.58,5.402,14.634364,2.8614511,,,
PETQ,1135832490.00,,1.17,-2.899,4.4688315,1.357904,,,
PETS,703547854.00,21.434212,1.79,1.52,4.6377225,2.135646,,,
PFE,222844192845.00,19.908815,0.81,1.974,3.2037172,4.740432,,,
PFG,17702569009.00,10.967687,0.87,5.88,1.1407294,1.3104383,,,
PFGC,6903043440.00,,0.61,-1.085,3.1350863,0.24282636,,,
PFLT,505975566.00,7.438112,,1.737,1.0161227,5.9149475,,,
PFMT,207739560.00,,,-0.112,5.6609197,1.5390705,,,
PFPT,9967990120.00,,3.61,-2.478,34.204838,9.16962,,,
PFSI,4107489887.00,2.7606788,0.18,22.451,1.196941,0.99438035,,,
PG,329997297225.00,24.794998,2.69,5.439,7.221032,4.409888,,,
PGEN,1479989348.00,,-7.82,,,13.901214,,,
PGNY,5570012065.00,,1.83,-0.991,,14.651501,,,
PGR,55479182000.00,8.448809,-1.77,10.998,3.1351643,1.2146555,,,
PH,39413685603.00,25.112432,1.36,11.785,5.1668153,2.8188846,,,
PHAS,181258685.00,,,-3.74,22.571428,,,,
PHAT,1085571090.00,,,-23.023,,,,,
PHIO,29640312.00,,,-1.446,0.9913793,,,,
PHM,14684028197.00,9.531671,0.39,5.573,2.0948024,1.2177564,,,
PHR,2894774341.00,,,-0.691,9.52551,19.031881,,,
PHX,103059960.00,,,-0.324,1.3444767,5.001653,,,
PI,1194688050.00,,-49.7,-2.464,14.458367,9.16628,,,
PII,7581769009.00,31.13338,1.04,4.191,7.546122,1.0444624,,,
PINC,4116813762.00,16.129032,2.42,2.046,1.8219966,2.5498624,,,
PINE,205056629.00,,,,,6.7494626,,,
PING,2062283952.00,,9.09,-8.178,2.6032255,7.4348555,,,
PIXY,68077513.00,,,-3.228,,7.2225447,,,
PJT,2812466800.00,15.187874,0.6,4.684,10.947984,2.7652855,,,
PK,5051437336.00,,0.43,-4.018,1.0826297,12.961874,,,
PKE,314303948.00,64.48718,,0.234,2.262708,6.646598,,,
PKI,15849692145.00,15.563572,0.35,9.564,4.1678333,3.759487,,,
PLAB,835411190.00,25.345133,1.57,0.565,1.0737047,1.4338021,,,
PLAN,7164234446.00,,,-1.173,28.661894,15.901896,,,
PLAY,2188824568.00,,6.05,-3.026,11.218533,3.7216954,,,
PLBY,1731694726.00,,,,,9.150661,,,
PLCE,1447040103.00,72.73747,-1.33,1.337,9.815301,0.8376178,,,
PLD,91443340530.00,66.98071,-9.2,1.815,2.8152282,18.412165,,,
PLMR,1945588693.00,189.51921,0.31,0.416,5.3603477,11.227794,,,
PLNT,6597815329.00,,10.13,-0.223,,18.295092,,,
PLRX,1143956408.00,,,,,74.0877,,,
PLUG,18430536655.00,,2.93,-1.68,9.256947,-180.72899,,,
PLXP,306057045.00,,-0.22,-2.573,6.288344,10066.767,,,
PLXS,2668962373.00,18.223349,2.22,5.122,2.6382134,0.7665337,,,
PM,150788454460.00,17.826323,1.22,5.539,,5.2836037,,,
PMT,2031241379.00,2.954906,1.95,7.012,0.9863284,1.6760819,,,
PMVP,1486102926.00,,-1.48,,,,,,
PNBK,31533142.00,,,-0.481,0.5243677,1.3642102,,,
PNC,81058724406.00,9.790109,-8.51,19.129,1.5813671,5.2779617,,,
PNF,102011870.00,35.224934,,0.377,1.1053605,16.946627,,,
PNNT,467974833.00,3.522388,5.4,2.01,0.7665656,5.607435,,,
PNTG,1023763203.00,,,,,2.6607277,,,
PNW,9827373848.00,17.696217,4.78,4.918,1.7267857,2.709553,,,
POAI,23748349.00,,,-1.304,1.5384616,45.08321,,,
PODD,18087410079.00,1990.3937,3.73,0.127,28.595022,17.473698,,,
POLA,143867284.00,,,-1.102,6.0955057,14.665677,,,
POLY,1554313872.00,,0.81,-1.397,,0.8730529,,,
POOL,17401781137.00,40.635098,1.96,10.644,26.352282,4.0178967,,,
POSH,3508544038.00,,,,,12.117297,,,
POWI,4821480815.00,53.837284,1.25,1.561,5.941322,9.227999,,,
POWW,818087643.00,,,-0.242,11.038575,20.750626,,,
PPC,5606756110.00,45.574715,0.47,0.522,2.1280975,0.4716539,,,
PPG,41991218713.00,35.18149,2.31,5.014,7.162579,2.9169238,,,
PPL,22305714212.00,,-1.4,-1.21,1.9099628,2.8789556,,,
PPSI,40139807.00,146.57666,,0.03,2.694424,2.1327894,,,
PRAA,1815964251.00,9.739658,0.31,4.11,1.3318915,1.6620176,,,
PRAX,791462683.00,,,,,,,,
PRCH,1969191831.00,,,,,21.068962,,,
PRDO,886837611.00,,0.49,,,1.3072398,,,
PRG,3789572476.00,,0.55,,,1.4194299,,,
PRGO,6286154442.00,,1.64,-1.706,1.1464463,1.2774135,,,
PRGS,2070343738.00,26.30814,1.27,1.72,5.6470737,4.388217,,,
PRIM,1816408034.00,13.405798,1.37,2.346,1.8745902,0.4737363,,,
PRK,2053855544.00,13.39041,3.93,9.052,1.9016018,4.2384667,,,
PRLB,2391286465.00,56.356327,2.64,1.493,2.8641453,5.350808,,,
PRLD,1442555843.00,,-0.58,,,,,,
PRO,2109533646.00,,-1.73,-1.752,60.189392,8.523685,,,
PROG,162070567.00,,,,,2.3154051,,,
PRPH,80014456.00,,,-0.021,1.7784172,3.3571198,,,
PRPL,1924432656.00,,0.82,-4.75,10.718816,2.374847,,,
PRPO,86286839.00,,-0.31,-0.471,4.706617,12.77698,,,
PRT,84065208.00,41.0828,1.51,0.157,0.88247365,28.84319,,,
PRTA,1720205340.00,,2.24,-3.108,10.856874,2920.5674,,,
PRTH,506036197.00,17.42389,,0.427,,1.1963941,,,
PRTK,475380924.00,,-6.42,-1.921,,7.610953,,,
PRTS,831039247.00,,-5.12,-0.073,10.005653,1.6995243,,,
PRTY,1197552449.00,,0.85,-0.009,14.058824,0.5709824,,,
PRU,41799460000.00,15.62788,0.68,6.729,0.71441674,0.68398446,,,
PRVA,4184687246.00,,,,,5.4910183,,,
PRVB,487985483.00,,,-2.111,2.9265769,,,,
PSA,51415576658.00,43.915634,2.07,6.709,10.707978,16.980423,,,
PSAC,394930917.00,,,,,,,,
PSEC,3563496709.00,7.3837214,2.07,1.204,1.0866643,5.6060457,,,
PSNL,995402952.00,,0.79,-2.004,6.1392226,11.997666,,,
PSTV,58886345.00,,,-30.616,42.857143,273.81018,,,
PSTX,528936591.00,,-1.64,,,,,,
PSX,40480809142.00,,-2.1,-4.878,2.2099366,0.6118742,,,
