Symbol,market_cap,pe_ratio,peg_ratio,eps_ratio,pb_ratio,ps_ratio,curr_ratio,ebit_ratio,roe_ratio
CZWI,148846520.00,9.652482,,1.41,0.92283696,2.3292677,,,
D,61699111781.00,,3,-0.574,2.598329,4.350778,,,
DAIO,52162282.00,,,-0.449,2.967462,2.6720357,,,
DAKT,323757943.00,32.196262,2.27,0.214,1.6090611,0.6306635,,,
DAL,29756372532.00,,0.52,-20.507,60.71429,2.3203824,,,
DAN,3868070571.00,,0.1,-0.124,2.041724,0.4923903,,,
DAR,12187330199.00,31.133116,0.78,2.171,3.7172081,2.928675,,,
DARE,65635602.00,,,-0.864,19.2029,,,,
DAWN,1246649012.00,,,,,,,,
DBD,1138221139.00,,2.33,-2.37,,0.27470845,,,
DBGI,33052128.00,,,,,6.7689195,,,
DBI,1254060362.00,,1.68,-3.539,4.635431,0.49625638,,,
DBTX,214405626.00,,,,,,,,
DBX,11362807937.00,,1.16,-0.606,,5.845798,,,
DCI,7807601794.00,32.900524,2.6,1.91,7.3755865,3.0924468,,,
DCP,6030012834.00,27.915062,0.41,1.142,1.3166068,0.9064416,,,
DCPH,1963257480.00,,-0.46,-4.487,4.2557845,31.898119,,,
DCRB,303035834.00,,,,,,,,
DCRC,477457500.00,,,,,,,,
DCRN,498596875.00,,,,,,,,
DCT,5033277032.00,,81.9,-0.22,6.9002695,21.609516,,,
DDD,3733985804.00,,8.07,-0.716,7.9351077,6.467006,,,
DDOG,28284929942.00,,,-0.12,37.040665,45.229897,,,
DDS,3841086000.00,14.151773,-0.47,11.135,2.1666436,0.6704614,,,
DE,109033119417.00,23.149477,0.57,14.504,6.9399147,2.6315992,,,
DEA,1817483552.00,102.76191,,0.21,1.5308222,7.18625,,,
DECK,9006134978.00,24.032665,1.4,13.47,6.255943,3.536879,,,
DFFN,78669872.00,,,-0.276,1.4011406,,,,
DFH,2491603510.00,,0.36,,,1.6973149,,,
DFS,37510312447.00,13.672551,1.26,8.893,3.3523571,4.61488,,,
DG,48405591066.00,19.409817,2.53,10.878,7.9795923,1.4799192,,,
DGICB,450612794.00,7.503752,,1.999,0.86745316,0.60146904,,,
DGII,666978514.00,67.97202,4.49,0.286,1.4407471,2.250466,,,
DGLY,104057656.00,2.4623802,0.32,0.731,1.7910447,8.727066,,,
DGX,15499634018.00,9.670712,-1.37,13.18,2.4754803,1.4992553,,,
DHC,962604651.00,,-1.51,,,0.6370051,,,
DHI,32688646228.00,10.124043,0.53,8.626,2.4284644,1.3024474,,,
DHR,171686223046.00,38.444862,1.81,6.366,4.6976852,7.039312,,,
DHX,176878888.00,,1.88,-0.442,1.3486477,1.4293051,,,
DIN,1627545178.00,,0.21,-6.2,,2.4274707,,,
DIOD,3396670513.00,30.861553,1.27,2.333,3.2029893,2.3592522,,,
DIS,319852719490.00,,1.5,-2.491,3.7847826,5.548444,,,
DISCA,15445250358.00,26.920322,1.23,1.117,1.8224242,1.3729074,,,
DISCB,35070219972.00,62.667862,,1.117,4.242424,1.4087533,,,
DISCK,14479922211.00,25.64906,0.71,1.117,1.7363636,1.3957413,,,
DISH,21340372285.00,10.634511,5.34,3.877,1.5914003,1.2970911,,,
DK,1773756133.00,,0.28,-5.326,1.8226042,0.21094473,,,
DKL,1878924282.00,11.362312,2.06,4.118,,3.6762557,,,
DKNG,21881561088.00,,-0.78,,,23.386663,,,
DKS,8862663749.00,8.886569,0.6,10.535,3.0531912,0.76078093,,,
DLPN,79271192.00,,,-1.447,3.2925017,2.7406826,,,
DLR,45301827889.00,103.48822,2.39,1.562,2.7280161,10.9182825,,,
DLTH,585166107.00,19.233334,0.85,0.9,2.9319105,0.8631124,,,
DLTR,22933279325.00,16.194847,1.99,6.21,3.1454666,0.90761155,,,
DMAC,152536062.00,,-0.35,-0.789,6.517857,,,,
DMLP,531294138.00,25.569984,,0.693,7.0597606,12.95703,,,
DMRC,576964885.00,,-0.77,-3.097,6.6638265,21.594831,,,
DMTK,1262305571.00,,,-3.343,26.13046,174.25726,,,
DMYI,397500000.00,,,,,,,,
DNB,8994883947.00,,1.78,-0.614,2.589147,5.0711403,,,
DNLI,8786435225.00,146.13821,,0.492,7.8803163,25.630205,,,
DNP,3247676765.00,,,-1.097,1.221489,27.161411,,,
DOC,4162869098.00,60.12308,5.59,0.325,1.5594574,9.527769,,,
DOCU,46322050969.00,,2.49,-1.081,202.6021,30.338291,,,
DOMO,2213966927.00,,,-2.599,,10.533238,,,
DORM,3302580682.00,27.497238,1.46,3.62,3.59454,2.843648,,,
DOV,21684082800.00,29.762697,2.04,5.099,6.2421846,3.1675236,,,
DPW,143848415.00,,,-1.324,0.85908705,4.7862415,,,
DPZ,17189717865.00,36.205666,2.76,12.321,,4.0967197,,,
DRI,18143953604.00,,0.96,-1.703,6.932534,2.8858635,,,
DRNA,2509250524.00,,,-1.602,21.526348,15.364283,,,
DRQ,1345974075.00,,-0.59,-1.291,1.2973049,3.7350433,,,
DRRX,395686757.00,,-1.47,-0.007,4.7910867,12.729053,,,
DRVN,4851595123.00,,1.79,,,4.49075,,,
DS,325007725.00,,-0.23,-0.781,,1.4944353,,,
DSEY,5250702546.00,,1.65,,,2.1473737,,,
DSGN,1531701048.00,,,,,17731.324,,,
DSP,1712667345.00,,,,,10.871906,,,
DSS,97704369.00,,,-0.027,0.38674036,3.3242478,,,
DT,15098910671.00,,2.32,-1.764,17.286072,22.317057,,,
DTE,26926165905.00,18.72401,4.16,7.359,2.1266513,2.0639946,,,
DTIL,663322962.00,,,-1.89,11.225681,19.720617,,,
DTST,25736512.00,363.12497,,0.016,9.266348,1.8892827,,,
DUK,77991109949.00,57.650055,3.89,1.766,1.6937562,3.310822,,,
DVA,12790728000.00,18.97975,0.75,6.469,10.53363,1.1309584,,,
DVAX,1041606847.00,,,-0.576,10.355913,8.687987,,,
DVN,20259617000.00,,0.39,-1.487,2.3426263,3.657657,,,
DWSN,64095137.00,,,-0.829,0.70941335,1.0369304,,,
DX,629325616.00,1.2824913,-1.25,15.735,0.9995543,1.494799,,,
DXCM,37718191646.00,77.56965,10.41,5.205,20.51471,19.266264,,,
DXR,53206838.00,,,-0.423,3.6026764,213.56194,,,
DY,2522621514.00,36.37801,2.6,2.119,2.9292066,0.7623126,,,
DYAI,101674839.00,,,-0.379,4.0879827,60.090073,,,
DYNS,292584725.00,,,,,,,,
DZSI,537546189.00,,2.77,-1.666,4.7199507,1.8598039,,,
EA,41732397284.00,49.686417,1.44,2.87,5.210465,7.2501044,,,
EAF,3404953132.00,8.020833,-1.22,1.536,,2.7209916,,,
EAR,1450108783.00,,-0.84,,,19.234316,,,
EARN,158737950.00,4.497032,-1.68,2.999,1.020398,6.4057198,,,
EAT,2901980729.00,370.44028,0.45,0.159,,0.93165815,,,
EBAY,44936017511.00,16.029589,1.18,4.123,11.938222,4.032656,,,
EBET,274154637.00,,,,,1789.5856,,,
EBIX,1076054420.00,12.120275,1.1,2.91,1.7117205,1.4029759,,,
EBMT,166743751.00,7.642276,0.93,3.321,1.1035262,1.805762,,,
EBS,3486271199.00,8.707138,1.18,7.116,2.1809223,1.946279,,,
ECL,60836040373.00,,2.75,-4.528,9.562391,5.1627445,,,
ECOR,85923560.00,,,-0.482,3.2960894,21.665567,,,
ECPG,1513280436.00,4.9406796,0.34,9.946,1.1940516,0.93534416,,,
ED,26355483275.00,22.490412,6.22,3.389,1.3695824,2.10054,,,
EDIT,2468882270.00,,,-2.196,3.5205162,24.674793,,,
EDSA,77014798.00,,,-0.726,11.152482,754.6519,,,
EEFT,8287072684.00,,2.05,-0.267,5.6367393,3.1049836,,,
EEIQ,45090720.00,,,,,4.668423,,,
EEX,390057830.00,,1.91,-1.397,1.0904255,10.193363,,,
EFC,845862135.00,4.604795,-1.88,4.213,1.0632467,4.1722054,,,
EFOI,19975264.00,,,-2.082,4.741573,1.0837315,,,
EGAN,331204552.00,45.363636,4.71,0.22,7.2846713,4.0271444,,,
EGHT,2675868422.00,,-10.23,-1.567,17.314753,5.257783,,,
EGLE,593005893.00,,0.08,-2.032,1.3123673,2.2709844,,,
EGY,188274330.00,12.460318,1.37,0.252,2.534302,2.053975,,,
EHTH,1630363243.00,40.217392,0.48,1.518,1.8867049,2.6132576,,,
EIX,21586230835.00,26.770014,3.82,2.161,1.5584171,1.5966314,,,
EL,107970536552.00,80.034424,1.89,3.777,19.826197,7.4501157,,,
ELAN,16034563146.00,,2.74,-1.238,2.125347,4.411997,,,
ELF,1451362612.00,233.33334,6.24,0.12,5.356801,4.5462174,,,
ELOX,151693680.00,,,-0.73,31.32353,,,,
ELVT,134787604.00,4.0794983,-8.14,0.956,0.8327995,0.35514843,,,
ELY,6605714686.00,29.791845,9.45,1.153,1.7558656,3.5264983,,,
EMAN,244275733.00,,-1.14,-0.268,20.603014,10.056019,,,
EMCF,75949027.00,10.677536,,2.76,0.92533284,2.5292225,,,
EMKR,368012409.00,51.100002,0.7,0.2,3.229068,2.838657,,,
EMN,17277643178.00,35.447495,3.37,3.609,2.7969568,2.0182767,,,
EMR,58710630000.00,27.712269,2.23,3.545,6.452969,3.4525626,,,
ENG,107151947.00,,,-0.061,5.3118715,1.6091459,,,
ENOB,205522594.00,,,-0.288,1.7638398,,,,
ENPH,18586676826.00,225.88411,2.09,0.673,28.14664,23.694185,,,
ENR,3032777642.00,161.13971,0.69,0.272,8.699882,1.0141616,,,
ENTG,15420012890.00,51.446354,1.93,2.33,11.345954,8.287711,,,
ENV,4255849040.00,225.87079,2.22,0.356,4.785455,4.261919,,,
ENVA,1345843299.00,2.7316418,,13.4,1.3331877,1.8952547,,,
ENVB,53047919.00,,,,,,,,
ENZ,154331414.00,114.074066,,0.027,2.2985075,1.3210377,,,
EOG,50079155519.00,784.3518,0.21,0.108,2.3811665,4.7059746,,,
EOLS,606147494.00,,-0.58,-3.958,23.270678,11.495399,,,
EOSE,973345807.00,,,,,2688.7983,,,
EPAM,27806421543.00,84.090454,2.1,5.992,13.764308,10.190665,,,
EPAY,1673449624.00,,1.08,-0.282,3.6922927,3.7254643,,,
EPD,54192429354.00,14.48034,1.28,1.709,2.163758,1.872939,,,
EPR,4006842790.00,,36.82,-2.534,1.5233988,10.89792,,,
EPZM,863733366.00,,-0.09,-2.473,10.36385,40.85703,,,
EQ,206766722.00,,,-1.358,1.937421,,,,
EQH,13285020581.00,,1.11,-17.087,1.4846096,-7.2696123,,,
EQIX,72560619659.00,178.47563,2.64,4.556,6.886364,11.912503,,,
EQR,29677326824.00,45.63452,12.67,1.773,2.9357767,12.16756,,,
EQT,6251957466.00,,5.47,-3.162,0.6434641,1.9631318,,,
ERII,1159081015.00,36.71848,4.35,0.579,6.551618,9.67646,,,
ES,28356566335.00,22.80799,3.43,3.604,1.9833992,3.0174499,,,
ESI,5889465485.00,40.26578,1.19,0.602,2.5529225,3.074189,,,
ESPR,679994272.00,,-0.16,-5.767,,3.0015597,,,
ESS,20152262056.00,48.488728,7.09,6.478,3.388567,13.472933,,,
ESTC,11903408348.00,,-86.96,-1.484,27.369478,20.279388,,,
ESTE,801065986.00,,0.81,-1.091,1.1289148,4.870423,,,
ESXB,262761533.00,12.870968,,0.93,1.5421283,4.4456887,,,
ET,29398742511.00,8.778036,-0.62,1.293,1.4314542,0.69259024,,,
ETH,764722546.00,25.36815,1.48,1.168,2.0928097,1.2475997,,,
ETNB,396792101.00,,-0.43,-72.334,,,,,
ETON,155133209.00,,,-0.613,7.3295455,13.35423,,,
ETR,21595023604.00,13.130882,3.09,7.969,1.9055945,1.9937778,,,
ETSY,21264264645.00,48.66231,1.26,3.521,31.770813,10.632584,,,
ETTX,100551134.00,,-0.02,-1.531,2.2596965,,,,
EVA,1944869802.00,,,-0.713,4.674261,2.4481235,,,
EVBG,4519580730.00,,-1.61,-2.559,12.450422,15.29735,,,
EVC,407861588.00,12.867133,-0.76,0.429,1.6727273,1.096495,,,
EVER,973428209.00,,-0.97,-0.488,12.384558,2.5487452,,,
EVFM,81280286.00,,-0.02,-2.241,,109.37974,,,
EVLO,757375386.00,,,-2.233,9.927096,,,,
EVOK,44025857.00,,-0.17,-0.514,5.60166,385.24167,,,
EVOL,27387532.00,,,-0.027,2.3663101,0.8179219,,,
EVR,5743232732.00,12.705773,-3.03,10.74,4.800704,2.208698,,,
EVRI,1958952727.00,,1.07,-0.557,111.1,4.781859,,,
EVV,1523848876.00,4.38247,,3.012,0.9730208,13.094536,,,
EW,60348498311.00,74.46256,2.84,1.349,13.407634,13.956335,,,
EWTX,1313612474.00,,,,,,,,
EXAS,20448837480.00,,-0.47,-4.762,5.6508474,13.360949,,,
EXC,45301843895.00,42.396397,-35.98,1.11,1.4363765,1.3453238,,,
EXEL,7138960530.00,109.414635,0.88,0.205,3.6764467,6.818887,,,
EXP,6460878107.00,17.327711,2.19,8.3,4.782522,3.7355013,,,
EXPD,20897930377.00,24.360224,2.71,5.033,7.199354,1.789318,,,
EXPE,25396521062.00,,-391.06,-13.979,20.403305,5.827491,,,
EXPI,5689750405.00,148.46808,12.56,0.235,35.457317,2.3931758,,,
EXPR,368626743.00,,0.07,-4.577,,0.24472833,,,
EXTN,167094922.00,,,-3.444,0.64512074,0.29018894,,,
EXTR,1419430792.00,,0.84,-0.246,41.11111,1.527069,,,
EYE,3952319698.00,55.744934,2.04,0.839,4.2888584,2.1439722,,,
EYEN,139361679.00,,,-0.853,10.084389,30.897444,,,
EYES,166896711.00,,,-0.392,9.654715,,,,
F,61790656225.00,15.110664,0.23,0.994,1.7722714,0.4645758,,,
FAF,7150734181.00,8.475191,-3.27,7.719,1.4488195,0.9324352,,,
FANG,15978447647.00,,0.21,-25.244,1.5324222,5.565396,,,
FARM,212624286.00,,-0.14,-2.741,2.7617602,0.6037641,,,
FAST,30222473545.00,34.139072,4.21,1.51,10.626675,5.1978245,,,
FATE,7792743680.00,,4.28,-2.132,9.821747,194.00562,,,
FB,936412261429.00,28.367748,0.97,11.671,7.0373673,9.94464,,,
FBIO,412633569.00,,-0.29,-0.563,3.2690542,7.8263383,,,
FBK,1913382380.00,14.883466,,2.746,1.4554325,3.4982235,,,
FBRX,542360280.00,,,,,,,,
FCEL,3633776216.00,,-2.19,-0.375,9.572025,45.808807,,,
FCF,1447953592.00,13.46258,1.42,1.109,1.3179731,4.095714,,,
FCNCA,8507976378.00,15.12779,,56.929,2.1233356,4.357156,,,
FCX,59646941696.00,30.179153,0.36,1.228,4.9684944,3.3423102,,,
FDMT,766266425.00,,-0.43,,,65.87347,,,
FDS,12180071906.00,32.28187,5.04,10.04,12.510518,7.9785047,,,
FDX,77774415603.00,25.809631,0.52,11.357,3.5383873,0.98761994,,,
FE,20934727628.00,15.457862,-7.95,2.468,2.8192434,1.953105,,,
FET,133456746.00,,-0.02,-15.993,0.36458024,0.31155106,,,
FEYE,4771291974.00,,0.53,-0.844,7.1111846,5.3254313,,,
FF,456242024.00,24.071428,,0.42,1.2180722,2.2921426,,,
FFBC,2470950913.00,14.286517,1.21,1.78,1.0978242,4.115795,,,
FFIV,11192098698.00,42.581295,1.7,4.49,5.7182593,4.6182747,,,
FGEN,2262669255.00,,,-2.014,6.2769923,12.240394,,,
FGF,44091318.00,,,,,-7.1167936,,,
FHI,3182115519.00,,36.5,,,2.3488011,,,
FHN,10379116648.00,8.604708,1.07,2.082,1.3120698,3.5430653,,,
FIII,320552325.00,,,,,,,,
FINV,2437036662.00,,,,,0.34231922,,,
FIS,89998822233.00,,1.39,-0.371,1.8568084,7.0882015,,,
FISV,73529196034.00,84.796234,1.27,1.276,2.2644985,4.825678,,,
FITB,28968205550.00,14.897135,-3.85,2.722,1.4090135,3.8416405,,,
FIVE,10396848570.00,47.689796,1.27,3.978,11.41456,4.5028543,,,
FIVN,10863653067.00,,7.43,-0.719,76.87587,23.207418,,,
FIXX,403012722.00,,0.58,-2,1.6415285,11.864112,,,
FIZZ,4659459231.00,27.601091,1.04,1.83,14.683139,4.3899426,,,
FL,6405314026.00,10.003305,0.29,6.05,2.1394231,0.73507124,,,
FLDM,442280797.00,,0.7,-0.764,3.7195122,3.190552,,,
FLGT,2436437304.00,4.7303534,-0.14,15.817,2.7058697,2.8060546,,,
FLL,356099610.00,252.5641,4.53,0.039,3.4817958,2.4533799,,,
FLNT,240894198.00,,0.68,-0.062,1.0497237,0.7382071,,,
FLO,5193456301.00,22.608295,-6.17,1.085,3.674356,1.215476,,,
FLOW,2795096266.00,94.05674,0.79,0.705,2.7137303,1.9645704,,,
FLR,2819723883.00,,-5.99,-1.821,2.6034484,0.1717773,,,
FLUX,146333887.00,,,-1.846,19.226519,6.2110405,,,
FLWS,2438075746.00,21.843931,0.67,1.73,4.9128966,1.2100534,,,
FLXN,453473987.00,,-0.23,-2.205,,5.1043983,,,
FLYW,2953814861.00,,,,,21.934238,,,
FMBI,2384953150.00,20.400381,2.25,1.049,1.0086727,3.7122765,,,
FMC,15247387825.00,29.336304,1.81,4.038,5.0743203,3.3277607,,,
FMO,91153660.00,,,-28.735,1.7431074,61.73432,,,
FMTX,1455952919.00,,,,,,,,
FNB,4203111101.00,13.131313,1.17,0.99,0.83768284,3.5882542,,,
FNCH,637801421.00,,,,,72.0807,,,
FNF,13686642173.00,6.3883495,1.01,7.21,1.6279646,1.08339,,,
FNKO,1170971521.00,54.761906,5.83,0.399,3.1461482,1.5509008,,,
FOE,1778128499.00,13.198777,0.74,1.635,3.6851094,1.7920718,,,
FOLD,2814919614.00,,11.77,-0.973,10.699894,10.06341,,,
FORD,28763494.00,1580,,0.002,4.3949933,0.86719775,,,
FORM,2623647835.00,33.56731,1.48,1.04,3.5351899,3.7662437,,,
FOSL,791118745.00,,,-0.681,1.9737175,0.5130425,,,
FOUR,7652200768.00,,,,,9.7203455,,,
FOX,20904880152.00,10.706198,2.72,3.356,1.8900578,1.7216123,,,
FOXA,21839014403.00,11.223183,1.68,3.356,1.9813256,1.72716,,,
FOXF,6071387979.00,55.0587,2.19,2.896,8.777869,6.77708,,,
FPH,1218168890.00,40.23474,,0.213,0.9719859,8.0499115,,,
FRD,94748248.00,,,-0.287,1.3221977,0.8259193,,,
FREE,501852297.00,,,,,1.3392676,,,
FREQ,336716485.00,,,-10.293,,9.925968,,,
FRG,1487387787.00,,0.78,,,0.6502009,,,
FRGI,355693672.00,,5.74,-0.197,2.2834384,0.65870875,,,
FRME,2421165077.00,14.802111,1.86,3.032,1.3409826,5.37517,,,
FROG,4204526703.00,,-76.75,,,25.309763,,,
FRPT,7293280881.00,,20.73,-0.257,10.491371,22.14342,,,
FRT,9522488988.00,80.92459,10.79,1.525,4.061811,11.791141,,,
FRTA,1562465913.00,16.714285,0.09,1.4,7.2535644,0.95631814,,,
FRX,387000000.00,,,,,,,,
FSLR,8165811585.00,15.991735,-2.05,4.84,1.4449195,2.7588677,,,
FSRV,463405800.00,,,,,,,,
FTAI,2569778898.00,,0.89,-1.59,2.2891293,7.783795,,,
FTCI,919502005.00,,,,,4.2058544,,,
FTCV,407846937.00,,,,,,,,
FTEK,77475305.00,,-3.2,-0.057,1.509434,2.949465,,,
FTK,147643634.00,,-0.46,-1.146,3.8624341,3.5010588,,,
FTNT,36831396879.00,77.899185,3.49,2.956,38.339993,13.790698,,,
FTOC,979289692.00,,,,,,,,
FUN,2578911365.00,,10.53,-8.577,,18.95655,,,
FUV,565729230.00,,,-0.616,7.361111,179.79501,,,
FWAC,355945000.00,,,,,,,,
GAB,1889996259.00,11.703959,,0.581,1.1602116,59.466877,,,
GAIN,487781788.00,11.21875,6.01,1.28,1.247069,8.420431,,,
GALT,225407777.00,,,-0.462,12.464286,,,,
GATO,1069362936.00,,,,,,,,
GBCI,5547935524.00,18.872488,2.22,3.184,2.500104,7.4017816,,,
GBIO,1505886440.00,,,,,,,,
GBL,666214509.00,11.809362,,2.371,7.2501297,2.96343,,,
GBOX,611400518.00,,,,,48.228424,,,
GBR,25916267.00,12.57353,,0.408,5.979021,260.6614,,,
GBS,37765472.00,,,,,139.58643,,,
GBT,2516822156.00,,-0.24,-4.046,6.9717226,17.031181,,,
GBX,1578560309.00,185.37256,48.65,0.255,1.223217,0.73972523,,,
GCMG,2007236177.00,,,,,4.544289,,,
GCO,925023899.00,10.271919,1.04,6.068,1.6122608,0.4556229,,,
GD,54222037200.00,17.194029,2.58,11.055,3.4956598,1.3928752,,,
GDDY,13644156581.00,,0.74,-3.149,,4.133463,,,
GDOT,2400902448.00,1186.3414,1.51,0.041,2.5847592,2.0529504,,,
GDRX,15061586373.00,,3.4,,,25.2612,,,
GE,120530740930.00,,17.4,-0.453,3.5137253,1.5273523,,,
GEF,3569828027.00,12.576375,1.27,4.91,2.181979,0.62792385,,,
GEG,71135265.00,,0.44,,,1.1345527,,,
GEL,1432951058.00,,-0.74,-4.491,1.9364871,0.80296177,,,
GEO,1077012103.00,6.403509,0.32,1.14,0.92839885,0.38485834,,,
GEOS,115520331.00,,,-1.063,0.7873945,1.2366015,,,
GERN,477851262.00,,-1.03,-0.288,2.278481,1357.2129,,,
GES,1799038110.00,21.42232,2.69,1.371,3.3934145,0.89269936,,,
GEVO,1737778412.00,,-1.54,-0.413,2.919779,987.4548,,,
GFF,1466969472.00,14.703911,0.71,1.79,1.9516535,0.58809376,,,
GGN,651335971.00,26.973684,,0.152,1.0216795,39.768646,,,
GGT,271842136.00,9.283154,,1.116,1.2721021,67.54253,,,
GH,11550074543.00,,-2.99,-3.386,14.193222,40.370663,,,
GHSI,41770158.00,,,-0.545,1,23.159498,,,
GHVI,684393750.00,,,,,,,,
GIFI,77124803.00,,-0.36,-3.385,0.71880394,0.33537418,,,
GIII,1651578353.00,19.033684,0.15,1.811,1.2479635,0.76540023,,,
GILD,86099331096.00,280.5417,3.13,0.24,4.455105,3.3032365,,,
GIS,37891415230.00,14.845837,3.82,4.119,4.2082443,2.0025194,,,
GLAD,396723113.00,6.3021116,1.12,1.847,1.4350882,7.821778,,,
GLO,387659676.00,12.729104,,0.993,1.2058767,44.958534,,,
GLP,924679314.00,10.742971,-1.17,2.49,2.231212,0.10983099,,,
GLPI,11278694347.00,20.012552,4.79,2.39,4.2066846,9.506574,,,
GLSI,502807281.00,,,,,,,,
GLW,36404018136.00,28.617022,0.82,1.41,2.7995558,2.815297,,,
GLYC,139670717.00,,,-1.213,1.1037892,62.263805,,,
GM,91058610510.00,9.96933,0.82,6.195,1.7885379,0.7328701,,,
GME,21412709152.00,,5.66,-1.78,16.967134,2.8928351,,,
GNCA,143163627.00,,,-0.942,72.49999,92.9277,,,
GNK,729695441.00,,0.09,-2.462,1.0892867,2.3592932,,,
GNL,1893556807.00,,,-0.157,1.1653626,5.553946,,,
GNLN,174804312.00,,,-1.088,3.4809897,0.51147497,,,
GNOG,1108462252.00,,,,,10.281158,,,
GNPX,183297631.00,,,-0.473,3.283302,,,,
GNRC,21638104600.00,51.887722,4.12,7.125,15.264245,8.262904,,,
GNSS,179741195.00,,9.73,,,4.6131783,,,
GNUS,466533683.00,,,-2.271,3.3846157,185.43927,,,
GNW,2118437715.00,5.0238094,0.81,0.84,0.14484297,0.24209969,,,
GO,3230126809.00,4193.7495,5.14,0.008,4.056832,1.0269248,,,
GOCO,3677006879.00,,0.22,,,3.8788211,,,
GOED,347508617.00,,,,,5.5172825,,,
GOEV,2384514919.00,,,,,950.00397,,,
GOF,1031911567.00,,,,,,,,
GOGO,1555363360.00,,15.94,-2.08,,4.912471,,,
GOOD,827972737.00,953.74994,-26.6,0.024,3.9161677,6.327641,,,
GOOG,1669646073880.00,32.97954,1.27,75.04,7.220526,8.319649,,,
GOOGL,1613714203716.00,32.02505,1.26,75.04,7.0115504,8.293383,,,
GORO,211407342.00,20.298508,,0.134,2.1900163,2.1132712,,,
GOSS,680910081.00,,-0.59,-3.451,2.4400873,,,,
GOVX,33668022.00,,,-1.477,1.6513199,27.899109,,,
GPC,18548787812.00,347.8219,4.39,0.365,5.5164247,1.084675,,,
GPI,2845854360.00,7.8322434,-2.64,19.421,1.6925747,0.24732342,,,
GPK,5384338676.00,21.491648,0.66,0.838,3.338895,0.77436537,,,
GPN,56666657838.00,90.1597,1.43,2.129,2.1225893,7.545534,,,
GPOR,1249688767.00,,,-6.848,,1.4105852,,,
GPRE,1640577033.00,,-4.01,-2.794,1.8505924,0.8531282,,,
GPRO,1860201584.00,,1.72,-0.095,8.781726,1.9023967,,,
GPS,11932232743.00,28.616188,3.81,1.149,4.417574,0.7916063,,,
GRAY,95172867.00,,,,,,,,
GRBK,1201340296.00,9.442395,3.91,2.439,1.7539985,1.1716068,,,
GRIL,14967491.00,,,,,4.8521466,,,
GRPN,1324363001.00,,-3.01,-2.083,19.332153,0.9741966,,,
GRTS,492962237.00,,,-1.449,2.3938794,11.237135,,,
GRWG,2567374934.00,155.15504,4.88,0.258,6.6839204,9.404734,,,
GS,130054172619.00,9.39068,0.46,40.258,1.5181694,2.4975114,,,
GSAH,963750000.00,,,-0.794,,,,,
GSAT,2365440000.00,,,-0.07,5.308642,18.760286,,,
GSBD,2053675662.00,4.6703553,-4.03,4.338,1.2659335,9.211661,,,
GSHD,3423973619.00,236.08334,2.95,0.48,,33.491867,,,
GSIT,147837596.00,,-0.86,-0.91,1.981252,5.3675776,,,
GT,5195321901.00,,1.87,-2.66,1.389015,0.40378785,,,
GTBP,384313190.00,,,-7.588,14.800679,,,,
GTHX,921848746.00,,,-2.45,3.7196164,15.365183,,,
GTLS,5377402120.00,17.037937,0.92,8.646,3.362628,4.6012697,,,
GTN,2238928777.00,6.315936,0.32,3.583,1.2070621,0.9000436,,,
GTT,162341925.00,,-0.03,-2.859,0.73062074,0.08500028,,,
GTY,1497316267.00,17.778425,,1.715,1.9877437,9.0705,,,
GVA,1820220552.00,,7.44,-3.196,2.0048652,0.50369734,,,
GVP,36115532.00,,,-0.321,3.618421,0.6422548,,,
GWGH,212136796.00,8.400759,,0.791,,1.905191,,,
GWRE,8860967496.00,,-1.89,-0.253,5.311736,11.3841915,,,
GWRS,387384131.00,854,10.68,0.02,12.614476,9.728989,,,
GWW,23895106990.00,32.79824,1.37,14.091,13.261787,2.0272057,,,
GYRO,20520291.00,,,-2.531,0.40188783,6.849261,,,
H,8247795269.00,,-4.79,-8.919,2.7950616,16.193918,,,
HA,1529127723.00,,0.1,-9.096,2.3064718,3.0169334,,,
HAE,2972112464.00,38.27742,4.21,1.55,4.1250086,3.4729395,,,
HAFC,642746159.00,11.616928,1.31,1.843,1.1201214,3.339483,,,
HAL,21584580660.00,,0.38,-1.989,4.1437416,1.667488,,,
HALO,5607157923.00,38.277084,0.73,1.126,91.31355,18.525627,,,
HARP,498915107.00,,,-3.708,4.8130546,21.336983,,,
HAS,13124046062.00,32.07013,1.26,2.966,4.4819303,2.390213,,,
HASI,4142755618.00,37.77143,4.14,1.4,3.1655195,48.268448,,,
HBAN,15260613316.00,12.583188,-4.94,1.142,1.3392358,4.7430634,,,
HBI,6737928011.00,,1.32,-0.944,13.648055,0.94894063,,,
HCA,68878847205.00,15.450604,1.09,13.382,279.4054,1.2985286,,,
HCAT,2564840350.00,,,-28.305,10.354936,13.081266,,,
HCC,948495238.00,,2.54,-1.54,1.4025954,1.2775749,,,
HCDI,50179617.00,,,,,0.9482709,,,
HCHC,329075054.00,,,-0.002,0.86402553,0.33989516,,,
HCSG,2309502470.00,22.755621,2.96,1.379,4.7552657,1.36402,,,
HD,326781847106.00,22.654175,2.14,13.718,189.37842,2.3376677,,,
HDSN,123213661.00,,,-0.079,3.0652173,0.8435617,,,
HEAR,578874766.00,12.188552,1.15,2.97,4.457579,1.3696539,,,
HEI,19657730241.00,74.36702,6.57,1.88,8.75783,10.702196,,,
HEPA,149401480.00,,,-10.333,0.5141633,,,,
HES,27412492077.00,,-1.97,-1.341,4.83135,5.3616314,,,
